Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,lat,lng,Rural Versus Urban,CCN Facility Type,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Beds,Total Bed Days Available,Total Discharges (V + XVIII + XIX + Unknown),Net Patient Revenue,Net Income,Wage-Related Costs (Core),Total Salaries (adjusted),Contract Labor,Rev Per FTE,CON,Urban,Inpatient %,Outpatient %,Charity %,Uncompensated %,Rev/Discharge,Rev Per Bed,Rev Per Bed Days,Discharges Per Bed,Discharges Per Bed Days,Discharge/FTE,Net Income %,Net Income Score,Labor %,Overhead %,Depreciation %,LbrExp/FTE,Overhead Exp Per Bed,Pacesetter Group
10114,UAB MEDICAL WEST,995 NINTH AVENUE  SOUTHWEST,BESSEMER,AL,35023,33.372240500000004,-86.9908723,U,STH,01/01/2016,12/31/2016,866.9,187.0,68442.0,6211.0,"$115,242,754",$1275996,"$9,706,565","$48,967,894","$199,379","$132,937",1.0,1.0,44.4552%,55.5448%,0.6875%,0.6875%,"$18,555","$616,271","$1,684",33.21,0.09,33.21,1.1072%,2,50.9138%,58.0701%,4.7277%,"$67,683","$357,869",3rd Quartile
100034,MT. SINAI MEDICAL CENTER,4300 ALTON ROAD,MIAMI BEACH,FL,33140,25.8132587,-80.1414604,U,STH,01/01/2016,12/31/2016,3899.23,471.0,172507.0,20122.0,"$560,334,374",$19665989,"$28,281,365","$245,599,395","$3,708,160","$143,704",1.0,1.0,57.8587%,42.1413%,1.2953%,1.2953%,"$27,847","$1,189,670","$3,248",42.72,0.12,42.72,3.5097%,2,48.8781%,53.2981%,5.0839%,"$70,240","$634,071",3rd Quartile
100069,FLORIDA HOSPITAL-CARROLLWOOD,7171 NORTH DALE MABRY HIGHWAY,TAMPA,FL,33614,28.013460700000003,-82.5041225,U,STH,01/01/2016,12/31/2016,577.58,120.0,43920.0,5196.0,"$142,573,783",$18221884,"$7,805,717","$36,095,732","$1,511,263","$246,847",1.0,1.0,52.9491%,47.0509%,3.6485%,3.6485%,"$27,439","$1,188,115","$3,246",43.30,0.12,43.30,12.7807%,1,30.7921%,63.8222%,6.2081%,"$76,009","$758,281",1st Quartile
100284,WESTCHESTER GENERAL HOSPITAL,2500  SW 75 TH AVE,MIAMI,FL,33155,25.74731400000001,-80.3176547,U,STH,01/01/2016,12/31/2016,558.31,125.0,45750.0,4563.0,"$41,213,637",$1011147,"$2,818,427","$27,750,544","$72,965","$73,819",1.0,1.0,63.7892%,36.2108%,1.9279%,1.9279%,"$9,032","$329,709",$901,36.50,0.10,36.50,2.4534%,2,74.1720%,74.9715%,4.1773%,"$54,753","$247,188",3rd Quartile
450749,ETMC TRINITY,900 PROSPECT DRIVE,TRINITY,TX,75862-,30.956792800000002,-95.381025,R,STH,03/01/2016,02/28/2017,38.0,45.0,16470.0,47.0,"$6,352,841",$-2460185,"$467,528","$2,349,253","$440,167","$167,180",0.0,0.0,8.2272%,91.7728%,1.0742%,1.0742%,"$135,167","$141,174",$386,1.04,0.00,1.04,-38.7257%,3,44.3389%,103.2428%,17.8105%,"$74,126","$145,752",4th Quartile
420070,TUOMEY REGIONAL MEDICAL CENTER,129 N. WASHINGTON STREET,SUMTER,SC,29150,33.923766799999996,-80.3430686,U,STH,10/01/2015,12/31/2015,1248.36,210.0,19320.0,2243.0,"$43,670,909",$-4935439,"$5,280,639","$16,311,548","$234,510","$34,983",1.0,1.0,37.6155%,62.3845%,4.4011%,4.4011%,"$19,470","$207,957","$2,260",10.68,0.12,10.68,-11.3014%,3,49.4430%,78.4948%,5.7089%,"$17,296","$163,235",4th Quartile
261311,PERRY COUNTY MEMORIAL HOSPITAL,434 NORTH WEST STREET,PERRYVILLE,MO,63775,37.732288200000006,-89.8651221,R,CAH,04/01/2016,03/31/2017,278.1,25.0,9125.0,1260.0,"$54,257,457",$4872976,"$4,818,336","$20,797,435","$1,238,376","$195,101",1.0,0.0,22.9552%,77.0448%,0.3882%,0.3882%,"$43,061","$2,170,298","$5,946",50.40,0.14,50.40,8.9812%,2,47.2115%,57.6918%,4.5399%,"$92,110","$1,252,084",2nd Quartile
110132,MEMORIAL HOSPITAL,1500 EAST SHOTWELL STREET,BAINBRIDGE,GA,39819-,30.902949100000004,-84.5520303,R,STH,04/01/2016,03/31/2017,392.67,80.0,29200.0,1826.0,"$43,026,934",$733436,"$4,237,753","$20,723,651","$11,009","$109,575",1.0,0.0,32.5775%,67.4225%,3.5535%,3.5535%,"$23,563","$537,837","$1,474",22.82,0.06,22.82,1.7046%,2,58.0134%,57.2603%,2.5895%,"$63,568","$307,967",3rd Quartile
100213,BLAKE MEDICAL CENTER,2020 59TH STREET,BRADENTON,FL,34209,27.48285730000001,-82.62386529999998,U,STH,05/01/2016,04/30/2017,980.73,355.0,120822.0,15755.0,"$231,226,970",$28797008,"$17,112,543","$69,359,945","$5,522,196","$235,770",1.0,1.0,70.0022%,29.9978%,1.2333%,1.2333%,"$14,676","$651,344","$1,914",44.38,0.13,44.38,12.4540%,1,37.3972%,58.5661%,3.5727%,"$88,172","$381,466",1st Quartile
100128,TAMPA GENERAL HOSPITAL,1 TAMPA GENERAL CIRCLE,TAMPA,FL,33606-3508,27.9378917,-82.4596206,U,STH,10/01/2015,09/30/2016,6534.0,913.0,334158.0,43714.0,"$1,055,473,159",$80073218,"$94,619,453","$439,187,263","$21,849,140","$161,536",1.0,1.0,68.2587%,31.7413%,6.1637%,6.1637%,"$24,145","$1,156,049","$3,159",47.88,0.13,47.88,7.5865%,2,50.5751%,66.9128%,4.2034%,"$81,697","$773,545",2nd Quartile
450133,MIDLAND MEMORIAL HOSPITAL,400 ROSALIND REDFERN GROVER PARKWAY,MIDLAND,TX,79701-,31.9967021,-102.09960809999998,U,STH,10/01/2015,09/30/2016,1537.48,231.0,84480.0,11628.0,"$237,339,394",$-39910264,"$31,928,774","$101,868,354","$4,218,918","$154,369",0.0,1.0,44.5830%,55.4170%,1.3596%,1.3596%,"$20,411","$1,027,443","$2,809",50.34,0.14,50.34,-16.8157%,3,56.3738%,63.8901%,8.8699%,"$87,024","$656,434",4th Quartile
260105,SSM SAINT LOUIS UNIVERSITY HOSPITAL,3635 VISTA AVE,ST. LOUIS,MO,63110,38.6229966,-90.2389052,U,STH,01/01/2016,12/31/2016,1710.03,291.0,106506.0,15427.0,"$507,336,337",$24727826,"$22,390,032","$118,986,391","$38,557,913","$296,683",1.0,1.0,59.2948%,40.7052%,1.8959%,1.8959%,"$32,886","$1,743,424","$4,763",53.01,0.14,53.01,4.8740%,2,27.8664%,72.8000%,6.2774%,"$82,675","$1,269,212",2nd Quartile
100038,MEMORIAL REGIONAL HOSPITAL,3501 JOHNSON STREET,HOLLYWOOD,FL,33021,26.0195318,-80.179802,U,STH,05/01/2016,04/30/2017,6917.6,878.0,332345.0,31678.0,"$1,019,229,772",$6248531,"$96,695,521","$904,065,796","$861,113","$147,339",1.0,1.0,54.9743%,45.0257%,3.6629%,3.6629%,"$32,175","$1,160,854","$3,067",36.08,0.10,36.08,0.6131%,2,98.1880%,93.1489%,6.0250%,"$144,669","$1,081,323",3rd Quartile
310096,ST. MICHAELS MEDICAL CENTER,111 CENTRAL AVENUE,NEWARK,NJ,07102,40.7438855,-74.1747061,U,STH,01/01/2016,04/30/2016,1076.22,147.0,17787.0,1746.0,"$53,570,000",$-16935000,"$7,394,995","$27,598,072","$474,244","$49,776",1.0,1.0,51.6710%,48.3290%,6.1727%,6.1727%,"$30,682","$364,422","$3,012",11.88,0.10,11.88,-31.6128%,3,65.3221%,86.5181%,-1.9720%,"$32,515","$315,291",4th Quartile
370153,ELKVIEW GENERAL HOSPITAL,429 ELM,HOBART,OK,73654-0633,35.85028870000001,-99.4117197,R,STH,07/01/2016,06/30/2017,118.36,38.0,13870.0,680.0,"$10,455,347",$-1734144,"$524,039","$6,005,730","$115,434","$88,335",1.0,0.0,36.7421%,63.2579%,0.5525%,0.5525%,"$15,376","$275,141",$754,17.89,0.05,17.89,-16.5862%,3,62.4539%,60.5034%,6.9026%,"$55,169","$166,469",4th Quartile
51324,NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,CA,93514,37.3623266,-118.40713670000001,R,CAH,07/01/2016,06/30/2017,337.26,25.0,9125.0,1051.0,"$73,673,484",$-8677,"$6,195,105","$27,477,478","$523,976","$218,447",0.0,0.0,28.6925%,71.3075%,1.1634%,1.1634%,"$70,098","$2,946,939","$8,074",42.04,0.12,42.04,-0.0118%,2,45.7052%,68.0405%,6.8260%,"$99,842","$2,005,112",3rd Quartile
140095,SAINT ANTHONY HOSPITAL,2875 W. 19TH STREET,CHICAGO,IL,60623,41.8551341,-87.698365,U,STH,07/01/2016,06/30/2017,679.17,109.0,39785.0,4235.0,"$110,988,293",$1117731,"$9,126,041","$56,272,775","$396,285","$163,418",1.0,1.0,41.2327%,58.7673%,3.6479%,3.6479%,"$26,207","$1,018,241","$2,790",38.85,0.11,38.85,1.0071%,2,58.9241%,52.6961%,3.0758%,"$96,292","$536,573",3rd Quartile
100086,BROWARD HEALTH NORTH,201 EAST SAMPLE ROAD,POMPANO BEACH,FL,33064,26.276962800000003,-80.1216454,U,STH,07/01/2016,06/30/2017,1238.23,304.0,110960.0,13812.0,"$211,414,546",$-2199904,"$18,276,240","$89,390,982","$3,341,940","$170,739",1.0,1.0,63.0734%,36.9266%,3.9646%,3.9646%,"$15,307","$695,443","$1,905",45.43,0.12,45.43,-1.0406%,2,50.9271%,73.6518%,1.8101%,"$86,953","$512,206",3rd Quartile
370113,INTEGRIS GROVE  HOSPITAL,1001 EAST 18TH STREET,GROVE,OK,74344,36.5813316,-94.7586391,R,STH,07/01/2016,06/30/2017,207.72,58.0,21170.0,1918.0,"$42,728,798",$393236,"$3,574,305","$12,023,028","$21,254","$205,704",1.0,0.0,31.8846%,68.1154%,5.5200%,5.5200%,"$22,278","$736,703","$2,018",33.07,0.09,33.07,0.9203%,2,36.5031%,75.4917%,13.5755%,"$75,088","$556,150",3rd Quartile
231307,BARAGA COUNTY MEMORIAL HOSPITAL,18341 U.S. HIGHWAY 41,LANSE,MI,49946,46.7316964,-88.4234819,R,CAH,10/01/2015,09/30/2016,100.65,24.0,8784.0,435.0,"$20,607,911",$275986,"$2,561,938","$8,246,356","$524,608","$204,748",1.0,0.0,18.4250%,81.5750%,0.0077%,0.0077%,"$47,375","$858,663","$2,346",18.12,0.05,18.12,1.3392%,2,52.4473%,66.0006%,8.2196%,"$107,385","$566,722",3rd Quartile
470003,UNIVERSITY OF VERMONT MEDICAL CENTER,111 COLCHESTER AVENUE,BURLINGTON,VT,05401,44.479762799999996,-73.1939435,U,STH,10/01/2015,09/30/2016,6227.19,410.0,150060.0,19330.0,"$1,092,415,000",$63872000,"$86,941,112","$539,796,014","$3,434,087","$175,427",1.0,1.0,29.2180%,70.7820%,0.2163%,0.2163%,"$56,514","$2,664,427","$7,280",47.15,0.13,47.15,5.8469%,2,57.3717%,51.3539%,4.3804%,"$100,645","$1,368,287",2nd Quartile
290009,ST MARYS REGIONAL MEDICAL CENTER,235 WEST SIXTH STREET,RENO,NV,89503-4548,39.5324265,-119.82003799999998,U,STH,01/01/2016,12/31/2016,1536.0,252.0,92232.0,14878.0,"$266,603,907",$-2804906,"$22,313,957","$105,581,641","$1,187,066","$173,570",1.0,1.0,56.4555%,43.5445%,0.1894%,0.1894%,"$17,919","$1,057,952","$2,891",59.04,0.16,59.04,-1.0521%,2,47.9721%,61.1272%,4.0776%,"$83,265","$646,697",3rd Quartile
420011,CANNON MEMORIAL HOSPITAL,123 W.G. ACKER DRIVE,PICKENS,SC,29671-,34.875113,-82.706223,U,STH,10/01/2015,12/31/2015,198.39,42.0,3864.0,169.0,"$4,766,866",$-660052,"$338,249","$2,509,614","$63,529","$24,028",1.0,1.0,15.5553%,84.4447%,0.9610%,0.9610%,"$28,206","$113,497","$1,234",4.02,0.04,4.02,-13.8467%,3,59.7429%,60.2873%,6.2767%,"$14,355","$68,424",4th Quartile
140062,PALOS COMMUNITY HOSPITAL,12251 S. 80TH AVENUE,PALOS HEIGHTS,IL,60463,41.6690972,-87.8121386,U,STH,01/01/2016,12/31/2016,2143.86,317.0,116022.0,18278.0,"$362,985,855",$9381195,"$36,575,615","$157,803,404","$292,735","$169,314",1.0,1.0,50.5891%,49.4109%,0.4609%,0.4609%,"$19,859","$1,145,066","$3,129",57.66,0.16,57.66,2.5845%,2,53.5500%,57.0439%,7.7234%,"$90,668","$653,190",3rd Quartile
330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12309,42.8201212,-73.91651540000002,U,STH,01/01/2016,12/31/2016,2777.0,339.0,124074.0,18004.0,"$400,335,992",$3407122,"$37,831,537","$198,023,995","$8,850,073","$144,161",1.0,1.0,46.7109%,53.2891%,1.2197%,1.2197%,"$22,236","$1,180,932","$3,227",53.11,0.15,53.11,0.8511%,2,58.9144%,50.6883%,4.0409%,"$84,932","$598,594",3rd Quartile
50740,MARINA DEL REY,4650 LINCOLN BLVD,MARINA DEL REY,CA,90291,33.982144899999994,-118.43922620000001,U,STH,07/01/2016,06/30/2017,735.77,104.0,37960.0,3886.0,"$102,868,334",$-11330268,"$9,941,486","$43,461,028","$1,736,239","$139,810",0.0,1.0,59.9099%,40.0901%,0.5137%,0.5137%,"$26,472","$989,119","$2,710",37.37,0.10,37.37,-11.0143%,3,51.9135%,61.7008%,3.5994%,"$72,580","$610,294",4th Quartile
420089,EAST COOPER REGIONAL MEDICAL CENTER,2000 HOSPITAL DRIVE,MT. PLEASANT,SC,29464,32.8213794,-79.850751,U,STH,01/01/2016,12/31/2016,343.5,130.0,47580.0,5425.0,"$162,292,506",$41944754,"$6,147,090","$28,877,904","$2,136,953","$472,467",1.0,1.0,64.5774%,35.4226%,1.0251%,1.0251%,"$29,916","$1,248,404","$3,411",41.73,0.11,41.73,25.8452%,1,21.5814%,58.7280%,4.9133%,"$101,965","$733,163",1st Quartile
370222,MCBRIDE CLINIC ORTHOPEDIC HOSPITAL,9600 NORTH BROADWAY EXTENSION,OKLAHOMA CITY,OK,73114,35.5674226,-97.51186440000001,U,STH,01/01/2016,12/31/2016,651.03,64.0,23424.0,3738.0,"$128,121,009",$1286573,"$8,207,842","$51,478,013","$208,714","$196,797",1.0,1.0,36.3580%,63.6420%,0.0116%,0.0116%,"$34,275","$2,001,891","$5,470",58.41,0.16,58.41,1.0042%,2,46.5855%,60.7670%,1.6718%,"$91,679","$1,216,489",3rd Quartile
451339,THROCKMORTON COUNTY HOSPITAL,802 NORTH MINTER,THROCKMORTON,TX,76483-0729,33.1898758,-99.1765378,R,CAH,01/01/2016,12/31/2016,45.0,14.0,5124.0,58.0,"$2,023,667",$164287,"$209,964","$1,614,195","$74,317","$44,970",0.0,0.0,21.9879%,78.0121%,5.0295%,5.0295%,"$34,891","$144,548",$395,4.14,0.01,4.14,8.1183%,2,90.1413%,118.5401%,9.0856%,"$40,537","$171,347",2nd Quartile
231304,HELEN NEWBERRY JOY HOSPITAL,502 W HARRIE,NEWBERRY,MI,49868,46.352984899999996,-85.5156072,R,CAH,01/01/2016,12/31/2016,200.02,25.0,9150.0,363.0,"$31,374,704",$-2168596,"$4,317,240","$14,456,327","$287,008","$156,858",1.0,0.0,20.6716%,79.3284%,0.0254%,0.0254%,"$86,432","$1,254,988","$3,429",14.52,0.04,14.52,-6.9119%,3,59.8366%,65.0488%,3.5924%,"$93,858","$816,355",4th Quartile
310064,ATLANTICARE REGIONAL MEDICAL CENTER,65 W. JIMMIE LEEDS ROAD,POMONA,NJ,08240-9102,39.4783725,-74.54040359999998,U,STH,01/01/2016,06/30/2016,3405.0,545.0,99190.0,14511.0,"$356,418,694",$60321145,"$51,605,423","$119,303,052","$1,755,855","$104,675",1.0,1.0,58.7381%,41.2619%,2.3676%,2.3676%,"$24,562","$653,979","$3,593",26.63,0.15,26.63,16.9242%,1,47.9516%,52.9458%,4.4585%,"$50,193","$346,255",1st Quartile
451340,SHAMROCK GENERAL HOSPITAL,1000 SOUTH MAIN STREET,SHAMROCK,TX,79079,35.198647799999996,-100.2482398,R,CAH,10/01/2015,09/30/2016,65.0,25.0,9125.0,107.0,"$2,796,557",$-407977,"$779,633","$3,264,024","$39,994","$43,024",0.0,0.0,17.1367%,82.8633%,0.7094%,0.7094%,"$26,136","$111,862",$306,4.28,0.01,4.28,-14.5885%,3,144.5941%,118.4367%,10.2096%,"$62,210","$132,486",4th Quartile
370056,COMANCHE COUNTY MEMORIAL HOSPITAL,3401 W GORE,LAWTON,OK,73502-,34.6092638,-98.436801,U,STH,07/01/2016,06/30/2017,1507.84,191.0,69715.0,10573.0,"$245,586,668",$1953780,"$11,857,957","$103,798,670","$6,604,102","$162,873",1.0,1.0,41.2297%,58.7703%,0.4087%,0.4087%,"$23,228","$1,285,794","$3,523",55.36,0.15,55.36,0.7956%,2,47.0940%,59.9304%,4.1696%,"$76,704","$770,581",3rd Quartile
360087,LUTHERAN HOSPITAL,1730 W. 25TH STREET,CLEVELAND,OH,44113-,41.487326,-81.7074594,U,STH,01/01/2016,12/31/2016,539.4,119.0,43463.0,5580.0,"$111,066,302",$10643607,"$8,014,135","$41,500,434","$35,872","$205,907",1.0,1.0,52.9909%,47.0091%,1.6191%,1.6191%,"$19,904","$933,330","$2,555",46.89,0.13,46.89,9.5831%,2,44.5811%,58.3933%,5.8817%,"$91,796","$545,002",2nd Quartile
100055,FLORIDA HOSPITAL - NORTH PINELLAS,1395 S. PINELLAS AVENUE,TARPON SPRINGS,FL,34689,28.1323928,-82.7578905,U,STH,01/01/2016,12/31/2016,566.07,136.0,49776.0,5129.0,"$105,066,734",$2463676,"$6,311,815","$35,471,300","$1,463,300","$185,607",1.0,1.0,47.9271%,52.0729%,4.4137%,4.4137%,"$20,485","$772,550","$2,111",37.71,0.10,37.71,2.3449%,2,39.7682%,65.5669%,3.3930%,"$73,813","$506,537",3rd Quartile
180043,MANCHESTER MEMORIAL HOSPITAL,210 MARIE LANGDON DRIVE,MANCHESTER,KY,40962-,37.162122,-83.76208570000001,R,STH,10/01/2015,09/30/2016,379.41,63.0,23058.0,1947.0,"$57,934,611",$790114,"$3,919,161","$27,245,701","$1,265,380","$152,697",1.0,0.0,22.2735%,77.7265%,0.6877%,0.6877%,"$29,756","$919,597","$2,513",30.90,0.08,30.90,1.3638%,2,53.7932%,58.6208%,3.2168%,"$82,140","$539,075",3rd Quartile
