Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,Rural Versus Urban,CCN Facility Type,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Beds,Total Bed Days Available,Total Discharges (V + XVIII + XIX + Unknown),Net Patient Revenue,Net Income,Wage-Related Costs (Core),Total Salaries (adjusted),CON,Urban,Inpatient %,Outpatient %,Charity %,Uncompensated %,Rev/Discharge,Rev Per Bed,Rev Per Bed Days,Discharges Per Bed,Discharges Per Bed Days,Discharge/FTE,Net Income %,Net Income Score,Labor %,Overhead %,Depreciation %,LbrExp/FTE,Overhead Exp Per Bed,lat,lng
50746,ORANGE COUNTY GLOBAL MEDICAL CENTER,1001 N TUSTIN AVENUE,SANTA ANA,CA,92705-3502,U,STH,04/01/2016,08/31/2016,884.6,228.0,34884.0,3508.0,83575385.0,21351174.0,8316783.0,29032822.0,0.0,1.0,0.7065712984728729,0.29342870152712697,0.0009282158855744428,0.0009282158855744428,23824.22605473204,366558.70614035096,2395.8085368650386,15.385964912280702,0.1005618621717693,15.385964912280702,0.25547203880664143,1,0.44689719347389184,0.4034583029441025,0.0022233819204063488,42222.026904815735,147891.15350877197,33.7542839,-117.8328006
100090,FLAGLER HOSPITAL,400 HEALTH PARK BLVD,ST AUGUSTINE,FL,32086,R,STH,10/01/2015,09/30/2016,1573.3,335.0,122613.0,14106.0,226574746.0,6360440.0,21382857.0,84680386.0,1.0,0.0,0.6009146427539479,0.3990853572460521,0.03575737871510182,0.03575737871510182,16062.295902452857,676342.5253731343,1847.8851834634174,42.107462686567175,0.1150448973599863,42.107462686567175,0.02807214887046591,2,0.4681159082045269,0.6749262956251973,0.08136130934910107,67414.50645140787,456481.3552238806,29.8630529,-81.3171898
450620,DIMMIT REGIONAL HOSPITAL DISTRICT,70440 SPIRAL DRIVE,CARRIZO SPRINGS,TX,78834-,R,STH,10/01/2015,09/30/2016,181.75,35.0,12810.0,906.0,9792549.0,-1368624.0,2399622.0,9010713.0,0.0,0.0,0.17252204021678347,0.8274779597832166,0.17780978170239434,0.17780978170239434,10808.55298013245,279787.1142857143,764.4456674473068,25.885714285714286,0.07072599531615925,25.885714285714286,-0.1397617719349681,3,1.1652058110712542,1.0974468445345538,0.07530266123764097,62780.38514442916,307051.4857142857,28.521929200000002,-99.86061070000001
10005,MARSHALL MEDICAL CENTER - SOUTH,2505 U.S. HIGHWAY 431,BOAZ,AL,35957-,R,STH,10/01/2015,09/30/2016,1113.2,204.0,74664.0,9406.0,152458646.0,8936845.0,13293587.0,55182574.0,1.0,0.0,0.2460686606721034,0.7539313393278966,0.01125061152648568,0.01125061152648568,16208.658941101423,747346.3039215688,2041.9297921354334,46.107843137254896,0.1259777134897675,46.107843137254896,0.05861815800200665,2,0.4491458031183092,0.6508741786936767,0.0595934191885713,61512.90064678405,486428.41176470596,34.222103000000004,-86.1609084
100092,WUESTOFF MEDICAL CENTER - ROCKLEDGE,110 LONGWOOD AVENUE,ROCKLEDGE,FL,32955,U,STH,10/01/2015,09/30/2016,829.83,274.0,100284.0,9873.0,163897542.0,7423471.0,11818448.0,56262735.0,1.0,1.0,0.5253497399498198,0.4746502600501802,0.000259393761988206,0.000259393761988206,16600.581586144028,598166.2116788321,1634.3339116907982,36.03284671532847,0.09845040086155317,36.03284671532847,0.045293363826042,2,0.4153886761767299,0.6158237931353481,0.03818476423520738,82042.32553655567,368364.9854014599,28.3353563,-80.7227819
100092,WUESTOFF MEDICAL CENTER - ROCKLEDGE,110 LONGWOOD AVENUE,ROCKLEDGE,FL,32955,U,STH,10/01/2015,09/30/2016,829.83,274.0,100284.0,9873.0,163897542.0,7423471.0,11818448.0,56262735.0,1.0,1.0,0.5253497399498198,0.4746502600501802,0.000259393761988206,0.000259393761988206,16600.581586144028,598166.2116788321,1634.3339116907982,36.03284671532847,0.09845040086155317,36.03284671532847,0.045293363826042,2,0.4153886761767299,0.6158237931353481,0.03818476423520738,82042.32553655567,368364.9854014599,28.3353563,-80.7227819
100105,INDIAN RIVER MEMORIAL HOSPITA.L,1000 36TH STREET,VERO BEACH,FL,32960,U,STH,10/01/2015,09/30/2016,1301.97,310.0,113460.0,12616.0,219710991.0,-3931351.0,15985765.0,113208425.0,1.0,1.0,0.5043405313572346,0.4956594686427654,0.002966515225449054,0.002966515225449054,17415.265615091947,708745.1322580646,1936.462109994712,40.696774193548386,0.11119337211352018,40.696774193548386,-0.01789328327229656,2,0.5880187850957351,0.58533466812318,0.05862108191028095,99229.77487960552,414853.0967741936,27.658355699999998,-80.39376429999999
291313,BANNER CHURCHILL COMMUNITY HOSPITAL,801 EAST WILLIAMS,FALLON,NV,89406,R,CAH,10/12/2015,12/31/2015,232.0,25.0,2025.0,350.0,8934338.0,1111309.0,644618.0,3316362.0,1.0,0.0,0.29233846238560096,0.7076615376143991,0.02929551131824205,0.02929551131824205,25526.68,357373.52,4412.018765432099,14.0,0.1728395061728395,14.0,0.12438627237966594,1,0.4433434239895558,0.5180663637305865,0.04162289360442822,17073.189655172413,185143.2,39.476612100000004,-118.76624209999999
251306,PERRY COUNTY GENERAL HOSPITAL,206 BAY AVENUE,RICHTON,MS,39476,R,CAH,01/01/2016,12/31/2016,43.76,22.0,8052.0,75.0,5175408.0,-606598.0,403114.0,3208127.0,1.0,0.0,0.18900863258520806,0.8109913674147919,0.0018500956832775309,0.0018500956832775309,69005.44,235245.81818181818,642.7481371087929,3.4090909090909087,0.009314456035767513,3.4090909090909087,-0.11720776410284947,3,0.697769335287189,0.5481637389747823,0.015033404129684074,82523.78884826326,128953.22727272726,31.3464455,-88.93873029999999
460035,BEAVER VALLEY HOSPITAL,1109 NORTH 100 WEST,BEAVER,UT,84713,R,STH,07/01/2016,08/10/2016,97.63,49.0,2009.0,27.0,1036357.0,79537.0,200540.0,509955.0,0.0,0.0,0.24306214780553814,0.7569378521944619,0.013235786509860984,0.013235786509860984,38383.59259259259,21150.14285714286,515.8571428571429,0.5510204081632653,0.013439522150323544,0.5510204081632653,0.0767467195184671,2,0.6855697409290428,0.568684343329567,0.05039865606156952,7277.424971832429,12027.755102040815,,
110029,NORTHEAST GEORGIA MEDICAL CENTER,743 SPRING STREET NE,GAINESVILLE,GA,30501-3715,U,STH,10/01/2015,09/30/2016,4673.75,518.0,189588.0,31950.0,1024015734.0,45861485.0,66050342.0,455999845.0,1.0,1.0,0.4672508541753101,0.5327491458246899,0.025763627573323983,0.025763627573323983,32050.570704225356,1976864.3513513512,5401.268719539211,61.679536679536675,0.16852332426102914,61.679536679536675,0.04478591829918113,2,0.509806802441182,0.5540225888755729,0.06313967535190236,111698.35506820004,1095227.5057915058,34.3039749,-83.81967519999999
50714,SUTTER MATERNITY & SURGERY CENTER,2900 CHANTICLEER AVENUE,SANTA CRUZ,CA,95065-,U,STH,08/01/2016,12/31/2016,217.7,30.0,4590.0,610.0,34273844.0,4510204.0,3164574.0,11145964.0,0.0,1.0,0.30935336923365137,0.6906466307663486,0.0099216183629709,0.0099216183629709,56186.62950819672,1142461.4666666666,7467.068409586057,20.33333333333333,0.1328976034858388,20.33333333333333,0.13159317641756205,1,0.4175352493289052,0.6194330872253488,0.07378457461614167,65735.13091410197,707678.4333333332,36.987682,-121.9774604
50007,MILLS PENINSULA MEDICAL CENTER,1783 EL CAMINO REAL,BURLINGAME,CA,94010-,U,STH,08/01/2016,12/31/2016,1587.71,241.0,36873.0,4506.0,246381340.0,46762506.0,20505091.0,78866487.0,0.0,1.0,0.530777306972523,0.46922269302747704,0.005959379878362541,0.005959379878362541,54678.504216600086,1022329.2116182572,6681.8902720147535,18.69709543568465,0.12220323814172973,18.69709543568465,0.18979727117321465,1,0.4033242858408027,0.599755066678345,0.056173783290569004,62587.990250108654,613147.1244813278,37.5944704,-122.38330330000001
340168,WILMINGTON TREATMENT CENTER INC,2520 TROY DRIVE,WILMINGTON,NC,28401,U,STH,01/01/2016,12/31/2016,132.16,44.0,16104.0,406.0,22024610.0,9058717.0,965840.0,5195935.0,1.0,1.0,0.29487046909460723,0.7051295309053928,0.00389559678922805,0.00389559678922805,54247.8078817734,500559.3181818182,1367.6484103328364,9.227272727272727,0.02521112767014406,9.227272727272727,0.41129976875867497,1,0.2797677234693373,0.35297760096546543,0.01693714440346503,46623.60018159806,176686.22727272726,34.1943217,-77.92942159999998
370149,ST ANTHONY SHAWNEE HOSPITAL,1102 WEST MACARTHUR,SHAWNEE,OK,74801-,R,STH,01/01/2016,12/31/2016,622.35,77.0,28182.0,3766.0,93493907.0,-3635852.0,7658040.0,36943634.0,1.0,0.0,0.21330328878294136,0.7866967112170586,0.01979947206613154,0.01979947206613154,24825.785183218268,1214206.5844155843,3317.504329004329,48.90909090909091,0.13363139592647788,48.90909090909091,-0.03888865185621133,3,0.4770543389528047,0.8198198840914842,0.05956546451738293,71666.54454888728,995430.7012987012,35.3628951,-96.93751929999999
10114,UAB MEDICAL WEST,995 NINTH AVENUE  SOUTHWEST,BESSEMER,AL,35023,U,STH,01/01/2016,12/31/2016,866.9,187.0,68442.0,6211.0,115242754.0,1275996.0,9706565.0,48967894.0,1.0,1.0,0.4445515372314783,0.5554484627685217,0.006875139412235844,0.006875139412235844,18554.621478022862,616271.4117647059,1683.8016714882676,33.213903743315505,0.0907483708833757,33.213903743315505,0.011072244941317526,2,0.5091379454538201,0.5807008135192604,0.047277271766691734,67683.07647940937,357869.3101604278,33.372240500000004,-86.9908723
100034,MT. SINAI MEDICAL CENTER,4300 ALTON ROAD,MIAMI BEACH,FL,33140,U,STH,01/01/2016,12/31/2016,3899.23,471.0,172507.0,20122.0,560334374.0,19665989.0,28281365.0,245599395.0,1.0,1.0,0.5785870919791269,0.4214129080208731,0.012953476239885294,0.012953476239885294,27846.85289732631,1189669.5838641191,3248.183401253283,42.72186836518047,0.11664454196061608,42.72186836518047,0.03509688127753518,2,0.4887809363628297,0.5329808858023048,0.05083901563390434,70239.70373637872,634071.1486199575,25.8132587,-80.1414604
100069,FLORIDA HOSPITAL-CARROLLWOOD,7171 NORTH DALE MABRY HIGHWAY,TAMPA,FL,33614,U,STH,01/01/2016,12/31/2016,577.58,120.0,43920.0,5196.0,142573783.0,18221884.0,7805717.0,36095732.0,1.0,1.0,0.5294906996154457,0.4705093003845543,0.03648510189282135,0.03648510189282135,27439.142224788302,1188114.8583333334,3246.2154599271407,43.3,0.11830601092896174,43.3,0.12780669500787534,1,0.3079209099754336,0.6382218391441574,0.06208090164795585,76009.29568198344,758280.85,28.013460700000003,-82.5041225
100284,WESTCHESTER GENERAL HOSPITAL,2500  SW 75 TH AVE,MIAMI,FL,33155,U,STH,01/01/2016,12/31/2016,558.31,125.0,45750.0,4563.0,41213637.0,1011147.0,2818427.0,27750544.0,1.0,1.0,0.6378919031158803,0.36210809688411977,0.019278740189806597,0.019278740189806597,9032.136094674555,329709.096,900.844524590164,36.504,0.0997377049180328,36.504,0.02453428218431681,2,0.7417198098774928,0.7497150518407293,0.041772726828258326,54752.68399276388,247187.872,25.747314000000003,-80.3176547
141316,HOOPESTON COMMUNITY MEMORIAL HOSPITA,701 EAST ORANGE,HOOPSETON,IL,60942,R,CAH,01/01/2016,12/31/2016,85.41,22.0,8052.0,370.0,54264250.0,-1028342.0,4262599.0,14073907.0,1.0,0.0,0.05530513983110618,0.9446948601688938,0.04538938619809543,0.04538938619809543,146660.13513513515,2466556.8181818184,6739.226279185295,16.818181818181817,0.04595131644311972,16.818181818181817,-0.01895063508663623,2,0.3379113504747601,0.7556421032263415,0.07275556190309458,214688.04589626507,1863834.1818181816,40.468320899999995,-87.6383797
370036,HARMON MEMORIAL HOSPITAL,400 EAST CHESTNUT,HOLLIS,OK,73550-0791,R,STH,07/01/2016,11/17/2016,26.31,22.0,3080.0,104.0,1442685.0,-419147.0,151965.0,876451.0,1.0,0.0,0.3417691842731411,0.6582308157268588,0.004954650530087996,0.004954650530087996,13871.971153846154,65576.59090909091,468.4042207792208,4.727272727272728,0.033766233766233764,4.727272727272728,-0.2905325833428642,3,0.7128486121363985,0.7322312216457508,0.0433857702824941,39088.40744963892,48017.227272727265,,
450749,ETMC TRINITY,900 PROSPECT DRIVE,TRINITY,TX,75862-,R,STH,03/01/2016,02/28/2017,38.0,45.0,16470.0,47.0,6352841.0,-2460185.0,467528.0,2349253.0,0.0,0.0,0.08227246871889682,0.9177275312811032,0.010741808271291536,0.010741808271291536,135166.82978723405,141174.24444444446,385.72197935640565,1.0444444444444445,0.002853673345476624,1.0444444444444445,-0.3872574490688497,3,0.44338918603503535,1.032427853931808,0.17810472511432288,74125.81578947367,145752.22222222222,30.956792800000002,-95.381025
420070,TUOMEY REGIONAL MEDICAL CENTER,129 N. WASHINGTON STREET,SUMTER,SC,29150,U,STH,10/01/2015,12/31/2015,1248.36,210.0,19320.0,2243.0,43670909.0,-4935439.0,5280639.0,16311548.0,1.0,1.0,0.3761554904827901,0.6238445095172099,0.044010876897478825,0.044010876897478825,19469.865804725814,207956.70952380952,2260.399016563147,10.68095238095238,0.11609730848861285,10.68095238095238,-0.1130143409655155,3,0.4944295297356874,0.7849483508575469,0.057089285684435824,17296.442532602778,163235.2761904762,33.923766799999996,-80.3430686
261311,PERRY COUNTY MEMORIAL HOSPITAL,434 NORTH WEST STREET,PERRYVILLE,MO,63775,R,CAH,04/01/2016,03/31/2017,278.1,25.0,9125.0,1260.0,54257457.0,4872976.0,4818336.0,20797435.0,1.0,0.0,0.2295516363826317,0.7704483636173683,0.003881789004597101,0.003881789004597101,43061.473809523806,2170298.28,5946.022684931508,50.4,0.13808219178082193,50.4,0.08981209716481921,2,0.4721152154255958,0.5769179524945299,0.045399344831070866,92109.92808342322,1252084.04,37.732288200000006,-89.8651221
110132,MEMORIAL HOSPITAL,1500 EAST SHOTWELL STREET,BAINBRIDGE,GA,39819-,R,STH,04/01/2016,03/31/2017,392.67,80.0,29200.0,1826.0,43026934.0,733436.0,4237753.0,20723651.0,1.0,0.0,0.3257746597923982,0.6742253402076017,0.03553478851177265,0.03553478851177265,23563.490690032857,537836.675,1473.5251369863013,22.825,0.06253424657534247,22.825,0.01704597404035342,2,0.5801343874513578,0.5726028027002807,0.025895221816176817,63568.40094736037,307966.7875,30.902949100000004,-84.5520303
100213,BLAKE MEDICAL CENTER,2020 59TH STREET,BRADENTON,FL,34209,U,STH,05/01/2016,04/30/2017,980.73,355.0,120822.0,15755.0,231226970.0,28797008.0,17112543.0,69359945.0,1.0,1.0,0.7000222104636733,0.29997778953632664,0.012333167709631795,0.012333167709631795,14676.41827991114,651343.5774647887,1913.7820098988595,44.38028169014085,0.13039843737067752,44.38028169014085,0.12454000500028176,1,0.3739723268440529,0.5856608119718907,0.035726770973126536,88171.55384254587,381466.4084507041,27.482857300000003,-82.62386529999999
111319,SYLVAN GROVE HOSPITAL,1050 MCDONOUGH ROAD,JACKSON,GA,30233,R,CAH,04/01/2016,06/30/2016,63.78,10.0,910.0,102.0,2317173.0,-201146.0,246593.0,1201850.0,1.0,0.0,0.26078621796358864,0.7392137820364113,0.037755057563677814,0.037755057563677814,22717.38235294117,231717.3,2546.343956043956,10.2,0.11208791208791208,10.2,-0.08680663895186072,3,0.6250905737292813,0.5632074083376597,0.17065579479823045,22709.98745688304,130504.9,33.303812300000004,-83.97781590000001
110130,IRWIN COUNTY HOSPITAL,710 NORTH IRWIN AVENUE,OCILLA,GA,31774,R,STH,12/01/2015,11/30/2016,127.71,34.0,12444.0,1292.0,14961202.0,-242101.0,1421941.0,6454146.0,1.0,0.0,0.3423564751236288,0.6576435248763712,0.024310078829227758,0.024310078829227758,11579.877708978327,440035.3529411765,1202.2823850851814,38.0,0.10382513661202186,38.0,-0.0161819217466618,2,0.5264341060297161,0.6676284432226769,0.044938768957200094,61671.654529794076,293780.1176470588,31.603517,-83.2511862
100128,TAMPA GENERAL HOSPITAL,1 TAMPA GENERAL CIRCLE,TAMPA,FL,33606-3508,U,STH,10/01/2015,09/30/2016,6534.0,913.0,334158.0,43714.0,1055473159.0,80073218.0,94619453.0,439187263.0,1.0,1.0,0.6825867684668632,0.31741323153313683,0.06163700179892495,0.06163700179892495,24144.96863704992,1156049.4622124862,3158.605088012257,47.87951807228915,0.13081835538876818,47.87951807228915,0.07586476010045083,2,0.5057511045621957,0.6691276532973398,0.042033544502480334,81696.77318640955,773544.6637458927,27.9378917,-82.4596206
450133,MIDLAND MEMORIAL HOSPITAL,400 ROSALIND REDFERN GROVER PARKWAY,MIDLAND,TX,79701-,U,STH,10/01/2015,09/30/2016,1537.48,231.0,84480.0,11628.0,237339394.0,-39910264.0,31928774.0,101868354.0,0.0,1.0,0.4458302781693785,0.5541697218306215,0.013595619107378356,0.013595619107378356,20411.024595803232,1027443.264069264,2809.4151751893933,50.337662337662344,0.13764204545454545,50.337662337662344,-0.16815693057680933,3,0.5637375479268308,0.6389009403133472,0.08869878971714236,87023.65429143794,656434.4675324676,31.9967021,-102.09960809999998
260105,SSM SAINT LOUIS UNIVERSITY HOSPITAL,3635 VISTA AVE,ST. LOUIS,MO,63110,U,STH,01/01/2016,12/31/2016,1710.03,291.0,106506.0,15427.0,507336337.0,24727826.0,22390032.0,118986391.0,1.0,1.0,0.5929476050787804,0.4070523949212196,0.018959247147321917,0.018959247147321917,32886.26025798924,1743423.8384879725,4763.453110622876,53.01374570446736,0.14484629973898186,53.01374570446736,0.04874049855411795,2,0.27866409852681223,0.7279997904033434,0.06277373150190896,82674.82032478963,1269212.1890034364,38.6229966,-90.2389052
100038,MEMORIAL REGIONAL HOSPITAL,3501 JOHNSON STREET,HOLLYWOOD,FL,33021,U,STH,05/01/2016,04/30/2017,6917.6,878.0,332345.0,31678.0,1019229772.0,6248531.0,96695521.0,904065796.0,1.0,1.0,0.5497429472938655,0.4502570527061345,0.03662852285676757,0.03662852285676757,32174.688174758507,1160853.9544419134,3066.782325595391,36.07972665148064,0.0953166137597978,36.07972665148064,0.006130640186990142,2,0.9818799886862016,0.9314888743261712,0.06024951359054296,144668.86159939866,1081322.5432801822,26.0195318,-80.179802
310096,ST. MICHAELS MEDICAL CENTER,111 CENTRAL AVENUE,NEWARK,NJ,07102,U,STH,01/01/2016,04/30/2016,1076.22,147.0,17787.0,1746.0,53570000.0,-16935000.0,7394995.0,27598072.0,1.0,1.0,0.5167103912956555,0.4832896087043444,0.061727123389957075,0.061727123389957075,30681.557846506297,364421.76870748296,3011.750154607297,11.877551020408163,0.0981615786810592,11.877551020408163,-0.3161284300914691,3,0.6532213365689752,0.8651810528280754,-0.019719992533134216,32514.789727007486,315290.80952380947,40.7438855,-74.1747061
370153,ELKVIEW GENERAL HOSPITAL,429 ELM,HOBART,OK,73654-0633,R,STH,07/01/2016,06/30/2017,118.36,38.0,13870.0,680.0,10455347.0,-1734144.0,524039.0,6005730.0,1.0,0.0,0.36742092315408265,0.6325790768459174,0.0055245416531847285,0.0055245416531847285,15375.510294117646,275140.7105263158,753.8101658255227,17.894736842105264,0.04902667627974045,17.894736842105264,-0.16586192691643806,3,0.6245387168881148,0.6050337688457399,0.06902611649331199,55168.71409259885,166469.42105263154,35.85028870000001,-99.4117197
51324,NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,CA,93514,R,CAH,07/01/2016,06/30/2017,337.26,25.0,9125.0,1051.0,73673484.0,-8677.0,6195105.0,27477478.0,0.0,0.0,0.2869249436826804,0.7130750563173196,0.011634470822636812,0.011634470822636812,70098.46241674597,2946939.36,8073.806465753425,42.04,0.11517808219178086,42.04,-0.00011777643093409293,2,0.4570515899587429,0.6804049201745366,0.06825989117061439,99841.61477791617,2005112.04,37.3623266,-118.40713670000001
231311,DECKERVILLE COMMUNITY HOSPITAL,3559 PINE STREET,DECKERVILLE,MI,48427,R,CAH,07/01/2016,06/30/2017,63.52,15.0,5475.0,48.0,6749498.0,-504775.0,809656.0,3462517.0,1.0,0.0,0.15118622294004028,0.8488137770599598,8.459888424294665e-05,8.459888424294665e-05,140614.54166666663,449966.53333333327,1232.78502283105,3.2,0.00876712328767123,3.2,-0.07478704342159967,3,0.6329615921065537,0.6801839188632992,0.0022820956462243558,67257.13161209067,306060.0,43.5273608,-82.73393850000001
231319,ASPIRUS KEWEENAW HOSPITAL,205 OCEOLA ST,LAURIUM,MI,49913-,R,CAH,07/01/2016,06/30/2017,230.49,25.0,9125.0,1030.0,46978633.0,1259835.0,1880397.0,20021945.0,1.0,0.0,0.20946237564268794,0.7905376243573121,0.009861866351028136,0.009861866351028136,45610.32330097087,1879145.32,5148.343342465753,41.2,0.11287671232876713,41.2,0.026817191551742257,2,0.4662192277923456,0.66061654028971,0.05279389462013508,95025.12907284481,1241394.48,47.2386551,-88.4434902
140083,LORETTO HOSPITAL,645 SOUTH CENTRAL AVENUE,CHICAGO,IL,60646,U,STH,07/01/2016,06/30/2017,480.41,122.0,44530.0,3604.0,60281820.0,360199.0,5639183.0,28358887.0,1.0,1.0,0.6670451339554089,0.3329548660445911,0.00894800455593411,0.00894800455593411,16726.365149833517,494113.2786885246,1353.7350101055467,29.540983606557376,0.08093420166180103,29.540983606557376,0.005975250913127706,2,0.5639854602930038,0.5853074940338563,0.04425899881589508,70768.86409525196,289208.2049180328,41.87212720000001,-87.7636486
140095,SAINT ANTHONY HOSPITAL,2875 W. 19TH STREET,CHICAGO,IL,60623,U,STH,07/01/2016,06/30/2017,679.17,109.0,39785.0,4235.0,110988293.0,1117731.0,9126041.0,56272775.0,1.0,1.0,0.4123272489919112,0.5876727510080889,0.03647920776653444,0.03647920776653444,26207.389138134593,1018241.2201834862,2789.701973105441,38.853211009174316,0.10644715344979264,38.853211009174316,0.010070710791092173,2,0.5892406688334237,0.526960974163284,0.030758496303749806,96292.26261466203,536573.3853211009,41.8551341,-87.698365
