Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,lat,lng,Rural Versus Urban,CCN Facility Type,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Beds,Total Bed Days Available,Total Discharges (V + XVIII + XIX + Unknown),Net Patient Revenue,Net Income,Wage-Related Costs (Core),Total Salaries (adjusted),Contract Labor,Rev Per FTE,CON,Urban,Inpatient %,Outpatient %,Charity %,Uncompensated %,Rev/Discharge,Rev Per Bed,Rev Per Bed Days,Discharges Per Bed,Discharges Per Bed Days,Discharge/FTE,Net Income %,Net Income Score,Labor %,Overhead %,Depreciation %,LbrExp/FTE,Overhead Exp Per Bed,Pacesetter Group
670076,HERITAGE PARK SURGICAL HOSPITAL,3601 CALAIS DRIVE,SHERMAN,TX,75090,33.676781899999995,-96.6017824,U,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,208.05,12.0,4380.0,488.0,"$58,504,544",$17762369,"$2,687,747","$11,081,669","$679,662","$281,204",0.0,1.0,15.0707%,84.9293%,0.0890%,0.0890%,"$119,886","$4,875,379","$13,357",40.67,0.11,40.67,30.3607%,1,23.5356%,50.5562%,2.8447%,"$66,183","$2,464,804",1st Quartile
260034,BATES COUNTY MEMORIAL HOSPITAL,615 WEST NURSERY STREET,BUTLER,MO,64730-0370,38.24879910000001,-94.342866,R,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,218.12,44.0,16060.0,914.0,"$37,372,301",$1361613,"$3,827,099","$14,343,663","$1,334,856","$171,338",1.0,0.0,25.2749%,74.7251%,1.4200%,1.4200%,"$40,889","$849,370","$2,327",20.77,0.06,20.77,3.6434%,2,48.6209%,62.7774%,5.4310%,"$83,306","$533,213",3rd Quartile
100055,FLORIDA HOSPITAL - NORTH PINELLAS,1395 S. PINELLAS AVENUE,TARPON SPRINGS,FL,34689,28.1323928,-82.7578905,U,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,593.8,136.0,49640.0,5384.0,"$108,307,630",$-4803911,"$7,115,353","$38,790,688","$702,239","$182,397",1.0,1.0,48.2068%,51.7932%,6.1543%,6.1543%,"$20,117","$796,380","$2,182",39.59,0.11,39.59,-4.4354%,3,42.3849%,69.4422%,4.1329%,"$77,309","$553,023",4th Quartile
100166,DOCTORS HOSPITAL OF SARASOTA,5731 BEE RIDGE RD,SARASOTA,FL,34233-,27.3019635,-82.4534904,U,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,453.54,139.0,50735.0,6682.0,"$127,371,393",$13698818,"$8,953,294","$35,189,497","$1,557,919","$280,838",1.0,1.0,59.9425%,40.0575%,3.4493%,3.4493%,"$19,062","$916,341","$2,511",48.07,0.13,48.07,10.7550%,2,34.6568%,62.2734%,4.6782%,"$97,329","$570,636",2nd Quartile
360044,WAYNE HOSPITAL COMPANY,835 SWEITZER STREET,GREENVILLE,OH,45331-,40.0892163,-84.6343415,R,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,370.22,36.0,13140.0,1882.0,"$51,008,000",$9499000,"$5,134,159","$20,496,879","$660,950","$137,778",1.0,0.0,19.8762%,80.1238%,0.9036%,0.9036%,"$27,103","$1,416,889","$3,882",52.28,0.14,52.28,18.6226%,1,50.2491%,69.5831%,12.1809%,"$69,232","$985,915",1st Quartile
260209,FULTON MEDICAL CENTER,10 SOUTH HOSPITAL DRIVE,FULTON,MO,65251-,38.843494,-91.965735,U,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,70.37,18.0,6570.0,100.0,"$10,988,930",$-3978076,"$1,108,379","$5,923,406","$291,435","$156,159",1.0,1.0,23.9563%,76.0437%,0.0366%,0.0366%,"$109,889","$610,496","$1,673",5.56,0.02,5.56,-36.2008%,3,63.9897%,85.8849%,4.3872%,"$99,926","$524,324",4th Quartile
230239,CHIPPEWA COUNTY WAR MEMORIAL HOSPITA,500 OSBORNE BOULEVARD,SAULT STE. MARIE,MI,49783-,46.4976778,-84.3494632,R,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,715.97,82.0,29930.0,2462.0,"$104,495,956",$-1706690,"$10,517,493","$49,630,296","$282,682","$145,950",1.0,0.0,24.6879%,75.3121%,0.3190%,0.3190%,"$42,444","$1,274,341","$3,491",30.02,0.08,30.02,-1.6333%,2,57.5599%,58.5025%,3.6371%,"$84,009","$745,521",3rd Quartile
440232,HOUSTON COUNTY COMMUNITY HOSPITAL,5001 EAST MAIN STREET,ERIN,TN,37061,36.3201331,-87.689908,R,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,52.41,25.0,9125.0,217.0,"$3,955,339",$-753455,"$310,171","$2,116,211","$170,914","$75,469",1.0,0.0,17.4254%,82.5746%,0.0237%,0.0237%,"$18,227","$158,214",$433,8.68,0.02,8.68,-19.0491%,3,61.3445%,86.3296%,4.4449%,"$46,296","$136,585",4th Quartile
520107,HOLY FAMILY MEMORIAL INC,2300 WESTERN AVENUE,MANITOWOC,WI,54221,44.094904299999996,-87.6764511,R,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,796.79,58.0,21170.0,2615.0,"$120,015,400",$2901195,"$11,597,805","$61,737,390","$607,386","$150,624",0.0,0.0,23.3079%,76.6921%,0.1435%,0.1435%,"$45,895","$2,069,231","$5,669",45.09,0.12,45.09,2.4174%,2,61.1048%,57.5703%,1.2742%,"$92,038","$1,191,263",3rd Quartile
510082,SUMMERSVILLE REGIONAL MED CENTER,400 FAIRVIEW HEIGHTS ROAD,SUMMERSVILLE,WV,26551,38.292523700000004,-80.8299953,R,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,403.05,49.0,17885.0,1486.0,"$48,209,633",$-1043317,"$3,421,565","$24,058,200","$399,246","$119,612",1.0,0.0,29.4019%,70.5981%,0.3498%,0.3498%,"$32,443","$983,870","$2,696",30.33,0.08,30.33,-2.1641%,2,57.0006%,52.2695%,3.2709%,"$68,180","$514,264",3rd Quartile
100014,FLORIDA HOSPITAL NEW SMYRNA,401 PALMETTO STREET,NEW SMYRNA BEACH,FL,32168-,29.020255199999998,-80.92175329999998,U,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,562.78,112.0,40880.0,5307.0,"$101,726,708",$-4531681,"$6,966,496","$33,952,340","$1,868,271","$180,758",1.0,1.0,47.2681%,52.7319%,3.4283%,3.4283%,"$19,168","$908,274","$2,488",47.38,0.13,47.38,-4.4548%,3,40.2243%,71.6970%,4.7164%,"$72,708","$651,206",4th Quartile
100068,FLORIDA HOSPITAL MEMORIAL MEDICAL CE,301 MEMORIAL MEDICAL PARKWAY,DAYTONA,FL,32117-,29.2436358,-81.108182,U,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,1769.23,344.0,114747.0,15735.0,"$315,353,671",$-13371682,"$19,813,457","$149,543,844","$10,143,469","$178,243",1.0,1.0,52.1463%,47.8537%,2.0707%,2.0707%,"$20,042","$916,726","$2,748",45.74,0.14,45.74,-4.2402%,3,53.7039%,59.7770%,4.7883%,"$95,724","$547,991",4th Quartile
100118,MEMORIAL HOSPITAL FLAGLER,60 MEMORIAL MEDICAL PARKWAY,PALM COAST,FL,32614,29.4791792,-81.1894338,U,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,752.84,99.0,36135.0,7849.0,"$194,085,797",$40389258,"$7,869,662","$64,125,378","$4,018,899","$257,805",1.0,1.0,40.5340%,59.4660%,2.4006%,2.4006%,"$24,727","$1,960,463","$5,371",79.28,0.22,79.28,20.8100%,1,37.0944%,54.9765%,5.0989%,"$95,631","$1,077,794",1st Quartile
100329,OVIEDO MEDICAL CENTER,8300 RED BUG LAKE RD,OVIEDO,FL,32765,28.657883,-81.2280533,U,STH,02/21/2017 12:00:00 AM,12/31/2017 12:00:00 AM,169.09,64.0,20096.0,1950.0,"$44,202,245",$-12231751,"$1,988,128","$12,594,624","$2,524,435","$261,413",1.0,1.0,35.6195%,64.3805%,9.8422%,9.8422%,"$22,668","$690,660","$2,200",30.47,0.10,30.47,-27.6722%,3,32.9910%,86.2375%,18.0229%,"$86,243","$595,608",4th Quartile
110023,GORDON HOSPITAL,1035 RED BUD ROAD,CALHOUN,GA,30703-7013,34.510205400000004,-84.9263043,U,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,783.99,69.0,25185.0,4075.0,"$145,276,104",$16032414,"$7,976,073","$41,905,790","$823,451","$185,304",1.0,1.0,28.1972%,71.8028%,4.3989%,4.3989%,"$35,651","$2,105,451","$5,768",59.06,0.16,59.06,11.0358%,2,34.3359%,57.0988%,5.2551%,"$63,626","$1,202,186",2nd Quartile
140065,ADVENTIST LAGRANGE MEMORIAL HOSPITAL,5101 S. WILLOW SPRINGS ROAD,LAGRANGE,IL,60525-,41.7967451,-87.8863882,U,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,1035.74,160.0,58400.0,7976.0,"$165,645,240",$988407,"$9,211,465","$58,722,243","$625,817","$159,929",1.0,1.0,51.6139%,48.3861%,0.8066%,0.8066%,"$20,768","$1,035,283","$2,836",49.85,0.14,49.85,0.5967%,2,41.0116%,62.6760%,6.9742%,"$65,590","$648,873",3rd Quartile
140304,ADVENTIST BOLINGBROOK HOSPITAL,500 REMINGTON BLVD,BOLINGBROOK,IL,60440-,41.680796799999996,-88.0847329,U,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,744.09,114.0,41610.0,6044.0,"$138,566,643",$2952952,"$7,291,694","$39,582,459","$188,049","$186,223",1.0,1.0,35.0979%,64.9021%,1.0513%,1.0513%,"$22,926","$1,215,497","$3,330",53.02,0.15,53.02,2.1311%,2,33.8279%,63.8725%,4.6957%,"$62,995","$776,368",3rd Quartile
450272,CENTRAL TEXAS MEDICAL CENTER,1301 WONDER WORLD DRIVE,SAN MARCOS,TX,78666,29.852275,-97.9458821,U,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,499.67,157.0,57305.0,4656.0,"$83,046,925",$-799382,"$7,564,298","$33,208,084","$714,785","$166,204",0.0,1.0,33.9732%,66.0268%,9.3061%,9.3061%,"$17,837","$528,961","$1,449",29.66,0.08,29.66,-0.9626%,2,49.0956%,69.1576%,6.0401%,"$81,599","$365,817",3rd Quartile
50353,PROVIDENCE LTTL CO MARY MC TORRANCE,4101 TORRANCE BLVD,TORRANCE,CA,90503-,33.8384678,-118.3572436,U,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,1600.11,327.0,119355.0,17707.0,"$410,228,843",$-34867276,"$38,965,989","$153,871,359","$6,464,468","$256,375",0.0,1.0,65.5962%,34.4038%,1.3688%,1.3688%,"$23,168","$1,254,522","$3,437",54.15,0.15,54.15,-8.4995%,3,47.0073%,39.0949%,4.5438%,"$120,515","$490,454",4th Quartile
360141,NORTHSIDE MEDICAL CENTER,500 GYPSY LANE,YOUNGSTOWN,OH,44501-0240,41.135219299999996,-80.6581825,U,STH,01/01/2017 12:00:00 AM,04/30/2017 12:00:00 AM,566.65,114.0,14452.0,1125.0,"$23,905,030",$-9480484,"$2,193,437","$9,915,212","$174,348","$42,187",1.0,1.0,45.9218%,54.0782%,0.1135%,0.1135%,"$21,249","$209,693","$1,654",9.87,0.08,9.87,-39.6590%,3,50.6531%,99.1527%,14.5866%,"$21,369","$207,916",4th Quartile
100043,MEASE HOSPITAL AND CLINIC,601 MAIN ST,DUNEDIN,FL,34698-5848,28.0139213,-82.782912,U,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,598.0,112.0,40880.0,7048.0,"$89,267,185",$-1866769,"$8,688,308","$36,850,488","$185,056","$149,276",1.0,1.0,54.6918%,45.3082%,6.2290%,6.2290%,"$12,666","$797,028","$2,184",62.93,0.17,62.93,-2.0912%,2,51.0140%,62.9828%,4.7740%,"$76,152","$501,991",3rd Quartile
100302,ST. CLOUD REGIONAL MEDICAL CENTER,2906 17TH STREET,ST. CLOUD,FL,34769,28.243444,-81.3036848,U,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,327.61,84.0,30660.0,4100.0,"$57,169,620",$4116467,"$4,350,951","$20,659,179","$883,874","$174,505",1.0,1.0,50.8401%,49.1599%,4.7824%,4.7824%,"$13,944","$680,591","$1,865",48.81,0.13,48.81,7.2004%,2,43.7472%,56.8970%,3.5666%,"$76,341","$387,236",2nd Quartile
100046,FLORIDA HOSPITAL ZEPHYRHILLS,7050 GALL BOULEVARD,ZEPHYRHILLS,FL,33541,28.2608164,-82.1853691,U,STH,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,742.17,149.0,54385.0,7748.0,"$145,193,839",$14268639,"$11,085,920","$49,439,873","$1,514,198","$195,634",1.0,1.0,51.1666%,48.8334%,4.2046%,4.2046%,"$18,740","$974,455","$2,670",52.00,0.14,52.00,9.8273%,2,41.6862%,61.2969%,7.4472%,"$81,552","$597,311",2nd Quartile
