Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,CON,Urban,Inpatient %,Outpatient %,Charity %,Uncompensated %,Rev Per Discharge,Rev Per Bed,Rev Per Bed Days,Rev Per FTE,Discharges Per Bed,Discharges Per Bed Days,Discharges Per FTE,Net Income %,Net Income Score,Labor %,Overhead %,Depreciation %,Labor Exp Per FTE,Overhead Exp Per Bed,lat,lng
140191,INGALLS MEMORIAL HOSPITAL,ONE INGALLS DRIVE,HARVEY,IL,60426,1.0,1.0,0.364418734822044,0.6355812651779561,0.0429452389979808,0.0429452389979808,24686.765346103613,846350.7462686567,3100.185883767973,156208.11955511177,34.28358208955224,0.12558088677491666,34.28358208955224,0.08031407888123727,2,0.4093499748701625,0.6702345495586848,0.060068705857456516,63943.789814400334,567253.5111940298,41.6074544,-87.6596663
140191,INGALLS MEMORIAL HOSPITAL,ONE INGALLS DRIVE,HARVEY,IL,60426,1.0,1.0,0.364418734822044,0.6355812651779561,0.0429452389979808,0.0429452389979808,24686.765346103613,846350.7462686567,3100.185883767973,156208.11955511177,34.28358208955224,0.12558088677491666,34.28358208955224,0.08031407888123727,2,0.4093499748701625,0.6702345495586848,0.060068705857456516,63943.789814400334,567253.5111940298,41.6074544,-87.6596663
370025,SAINT FRANCIS HOSPITAL MUSKOGEE,300 ROCKEFELLER DRIVE,MUSKOGEE,OK,74401,1.0,0.0,0.5133041358012485,0.4866958641987515,0.017442176683192392,0.017442176683192392,18032.72316384181,120901.21212121213,1328.5847485847487,44957.98295654624,6.704545454545454,0.07367632367632368,6.704545454545454,-0.09164447432664784,3,0.3867809055226656,0.6608665915573446,0.05328191811997774,17388.889358405522,79899.57196969698,35.7543814,-95.4067995
370025,SAINT FRANCIS HOSPITAL MUSKOGEE,300 ROCKEFELLER DRIVE,MUSKOGEE,OK,74401,1.0,0.0,0.5133041358012485,0.4866958641987515,0.017442176683192392,0.017442176683192392,18032.72316384181,120901.21212121213,1328.5847485847487,44957.98295654624,6.704545454545454,0.07367632367632368,6.704545454545454,-0.09164447432664784,3,0.3867809055226656,0.6608665915573446,0.05328191811997774,17388.889358405522,79899.57196969698,35.7543814,-95.4067995
370025,SAINT FRANCIS HOSPITAL MUSKOGEE,300 ROCKEFELLER DRIVE,MUSKOGEE,OK,74401,1.0,0.0,0.5133041358012485,0.4866958641987515,0.017442176683192392,0.017442176683192392,18032.72316384181,120901.21212121213,1328.5847485847487,44957.98295654624,6.704545454545454,0.07367632367632368,6.704545454545454,-0.09164447432664784,3,0.3867809055226656,0.6608665915573446,0.05328191811997774,17388.889358405522,79899.57196969698,35.7543814,-95.4067995
510039,OHIO VALLEY GENERAL HOSPITAL,2000 EOFF STREET,WHEELING,WV,26003,1.0,1.0,0.4099693588760723,0.5900306411239277,0.000476298371965177,0.000476298371965177,35266.95183486238,516853.47899159655,3422.870721798653,86517.88437192293,14.655462184873947,0.09705604095943013,14.655462184873947,0.2621245941261509,1,0.33716520346029183,0.4977868506335459,0.047783156658802436,29170.820087213397,257282.86554621853,40.0606184,-80.72196140000001
510039,OHIO VALLEY GENERAL HOSPITAL,2000 EOFF STREET,WHEELING,WV,26003,1.0,1.0,0.4099693588760723,0.5900306411239277,0.000476298371965177,0.000476298371965177,35266.95183486238,516853.47899159655,3422.870721798653,86517.88437192293,14.655462184873947,0.09705604095943013,14.655462184873947,0.2621245941261509,1,0.33716520346029183,0.4977868506335459,0.047783156658802436,29170.820087213397,257282.86554621853,40.0606184,-80.72196140000001
110074,PIEDMONT ATHENS REGIONAL MEDICAL CE,1199 PRINCE AVENUE,ATHENS,GA,30306-,1.0,1.0,0.5450642743132103,0.4549357256867897,0.012589822079960868,0.012589822079960868,23276.740697594738,967742.0997150996,3544.8428560992666,133169.775082232,41.57549857549858,0.15229120357325485,41.57549857549858,0.5686071879296254,1,0.44490289534268995,0.5148544982863259,0.054737588621455766,59247.61850621984,498246.3732193732,33.9613926,-83.39796729999999
110074,PIEDMONT ATHENS REGIONAL MEDICAL CE,1199 PRINCE AVENUE,ATHENS,GA,30306-,1.0,1.0,0.5450642743132103,0.4549357256867897,0.012589822079960868,0.012589822079960868,23276.740697594738,967742.0997150996,3544.8428560992666,133169.775082232,41.57549857549858,0.15229120357325485,41.57549857549858,0.5686071879296254,1,0.44490289534268995,0.5148544982863259,0.054737588621455766,59247.61850621984,498246.3732193732,33.9613926,-83.39796729999999
340017,MARGARET R. PARDEE MEMORIAL HOSPITAL,800 NORTH JUSTICE STREET,HENDERSONVILLE,NC,28791-,1.0,1.0,0.3242649609995081,0.6757350390004918,0.005332073162723207,0.005332073162723207,25793.99464060529,1022731.8875,3746.270650183151,136161.144625933,39.65,0.14523809523809525,39.65,0.0245938662492324,2,0.4423819483187865,0.6457467879136604,0.07018191999024767,60235.23244493631,660425.83125,35.320602,-82.46749090000002
340017,MARGARET R. PARDEE MEMORIAL HOSPITAL,800 NORTH JUSTICE STREET,HENDERSONVILLE,NC,28791-,1.0,1.0,0.3242649609995081,0.6757350390004918,0.005332073162723207,0.005332073162723207,25793.99464060529,1022731.8875,3746.270650183151,136161.144625933,39.65,0.14523809523809525,39.65,0.0245938662492324,2,0.4423819483187865,0.6457467879136604,0.07018191999024767,60235.23244493631,660425.83125,35.320602,-82.46749090000002
100092,WUESTOFF MEDICAL CENTER - ROCKLEDGE,110 LONGWOOD AVENUE,ROCKLEDGE,FL,32955,1.0,1.0,0.5305960392349035,0.4694039607650965,0.0019280924670067488,0.0019280924670067488,16889.400759013282,324843.58394160576,1532.2810563283294,115683.83415648557,19.233576642335766,0.09072441812422533,19.233576642335766,0.09503583431540807,2,0.4094726915285068,0.609065921923434,0.039112805127480665,47369.370938393564,197851.15693430655,28.3353563,-80.7227819
100092,WUESTOFF MEDICAL CENTER - ROCKLEDGE,110 LONGWOOD AVENUE,ROCKLEDGE,FL,32955,1.0,1.0,0.5305960392349035,0.4694039607650965,0.0019280924670067488,0.0019280924670067488,16889.400759013282,324843.58394160576,1532.2810563283294,115683.83415648557,19.233576642335766,0.09072441812422533,19.233576642335766,0.09503583431540807,2,0.4094726915285068,0.609065921923434,0.039112805127480665,47369.370938393564,197851.15693430655,28.3353563,-80.7227819
670058,EMERUS EMERGENCY HOSPITAL SUGAR LAND,16000 SOUTHWEST FRWY  SUITE 100,SUGAR LAND,TX,77479,0.0,1.0,0.02399905688195601,0.9760009431180441,0.0007815715374302678,0.0007815715374302678,122701.5,350575.71428571426,1936.8823993685874,109310.9131403118,2.8571428571428568,0.01578531965272297,2.8571428571428568,0.0395704208995,2,0.3661267384669299,0.6439318182744302,0.01654054758906778,40021.648106904235,225746.85714285716,29.598102100000002,-95.6243564
670058,EMERUS EMERGENCY HOSPITAL SUGAR LAND,16000 SOUTHWEST FRWY  SUITE 100,SUGAR LAND,TX,77479,0.0,1.0,0.02399905688195601,0.9760009431180441,0.0007815715374302678,0.0007815715374302678,122701.5,350575.71428571426,1936.8823993685874,109310.9131403118,2.8571428571428568,0.01578531965272297,2.8571428571428568,0.0395704208995,2,0.3661267384669299,0.6439318182744302,0.01654054758906778,40021.648106904235,225746.85714285716,29.598102100000002,-95.6243564
450659,PARK PLAZA HOSPITAL,1313 HERMANN DRIVE,HOUSTON,TX,77004,0.0,1.0,0.6092144851423008,0.3907855148576992,0.032370099052134456,0.032370099052134456,20322.17122302158,318584.4135338345,1502.7566676124275,206088.16634241247,15.676691729323306,0.07394665910058164,15.676691729323306,0.02976510728486474,2,0.4976558307382656,0.6614365281830501,0.0799301147201293,102560.97762645916,210723.36842105267,29.722720000000002,-95.3875429
450659,PARK PLAZA HOSPITAL,1313 HERMANN DRIVE,HOUSTON,TX,77004,0.0,1.0,0.6092144851423008,0.3907855148576992,0.032370099052134456,0.032370099052134456,20322.17122302158,318584.4135338345,1502.7566676124275,206088.16634241247,15.676691729323306,0.07394665910058164,15.676691729323306,0.02976510728486474,2,0.4976558307382656,0.6614365281830501,0.0799301147201293,102560.97762645916,210723.36842105267,29.722720000000002,-95.3875429
500012,YAKIMA REGIONAL MEDICAL & CARDIAC CE,110 SOUTH NINTH AVENUE,YAKIMA,WA,98902,1.0,1.0,0.4926136695969425,0.5073863304030575,0.014379981576157231,0.014379981576157231,26553.76672694394,118421.23387096776,1910.0199011446412,31694.86941506583,4.459677419354839,0.07193028095733611,4.459677419354839,-0.20755956405758474,3,0.505416183466988,0.8239530794696598,0.055889333818116345,16019.09993524714,97573.54032258065,46.596584,-120.52118610000001
500012,YAKIMA REGIONAL MEDICAL & CARDIAC CE,110 SOUTH NINTH AVENUE,YAKIMA,WA,98902,1.0,1.0,0.4926136695969425,0.5073863304030575,0.014379981576157231,0.014379981576157231,26553.76672694394,118421.23387096776,1910.0199011446412,31694.86941506583,4.459677419354839,0.07193028095733611,4.459677419354839,-0.20755956405758474,3,0.505416183466988,0.8239530794696598,0.055889333818116345,16019.09993524714,97573.54032258065,46.596584,-120.52118610000001
50528,MEMORIAL HOSPITAL - LOS BANOS,520 WEST I STREET,LOS BANOS,CA,93635-,0.0,1.0,0.2508381018315519,0.749161898168448,0.018643286295767413,0.018643286295767413,35319.82226211848,447116.84090909094,3725.973674242424,86365.25308398086,12.659090909090908,0.10549242424242423,12.659090909090908,0.06829799064623182,2,0.43786297266918384,0.5987133422161718,0.061846809312249625,37816.146450678265,267694.8181818182,37.0640934,-120.85913559999999
50528,MEMORIAL HOSPITAL - LOS BANOS,520 WEST I STREET,LOS BANOS,CA,93635-,0.0,1.0,0.2508381018315519,0.749161898168448,0.018643286295767413,0.018643286295767413,35319.82226211848,447116.84090909094,3725.973674242424,86365.25308398086,12.659090909090908,0.10549242424242423,12.659090909090908,0.06829799064623182,2,0.43786297266918384,0.5987133422161718,0.061846809312249625,37816.146450678265,267694.8181818182,37.0640934,-120.85913559999999
450754,HAMILTON GENERAL HOSPITAL,400 NORTH BROWN,HAMILTON,TX,76531-,0.0,0.0,0.1881903454495696,0.8118096545504304,0.016324994027938088,0.016324994027938088,20713.017341040464,426589.52380952385,1168.7384213959556,93692.2031062072,20.595238095238095,0.056425309849967374,20.595238095238095,0.039588686793817635,2,0.7148916433551602,0.8227814069061594,0.08356589026140887,66979.77304816191,350989.9285714286,31.703117699999996,-98.1134194
100315,VIERA HOSPITAL INC,8745 WICKHAM ROAD,VIERA,FL,32940,1.0,1.0,0.4274405428236176,0.5725594571763825,0.020261115267362944,0.020261115267362944,20164.11108870968,1190642.75,3262.034931506849,248791.02238805967,59.047619047619044,0.16177429876060012,59.047619047619044,0.13236728049378613,1,0.3657426389473849,0.5863564628672803,0.008980553530755511,90993.48507462685,698141.0714285715,28.228301000000002,-80.72936729999999
10146,JACKSONVILLE MEDICAL CENTER,1701 PELHAM ROAD SOUTH,JACKSONVILLE,AL,36265,1.0,0.0,0.34942610286280434,0.6505738971371957,0.034678648323966985,0.034678648323966985,17329.1997471555,415375.66666666674,1138.0155251141553,109484.00159744408,23.96969696969697,0.06567040265670403,23.96969696969697,-0.16182875567111685,3,0.6638536113019854,0.6151068652932428,0.0845650709613211,72681.34984025559,255500.42424242425,33.7850205,-85.76314
450746,KNOX COUNTY HOSPITAL,712 SOUTH FIFTH,KNOX CITY,TX,79529,0.0,0.0,0.02531326969552839,0.9746867303044716,0.013288788935201315,0.013288788935201315,290708.70833333326,498357.7857142858,1365.363796477495,135713.07138688973,1.7142857142857142,0.004696673189823875,1.7142857142857142,0.5010498051528958,1,0.3660212420537224,0.5919320155671292,0.006731179506863185,49673.866951954886,294993.9285714286,33.414429399999996,-99.8111422
10034,COMMUNITY HOSPITAL INC.,805 FRIENDSHIP DRIVE,TALLASSEE,AL,36078,1.0,1.0,0.2914475755876831,0.7085524244123169,0.010567181509766849,0.010567181509766849,21563.80836575876,599124.1891891892,1641.4361347649021,104092.7638993238,27.783783783783782,0.07611995557201037,27.783783783783782,-0.07828097725531344,3,0.6331635434516013,0.4754818463617727,0.049813748401664686,65907.74323816679,284872.6756756757,32.5338957,-85.9123254
100266,GULF BREEZE HOSPITAL,1100 GULF BREEZE PARKWAY,GULF BREEZE,FL,32561,1.0,1.0,0.2966131157961519,0.7033868842038481,0.008920079631487407,0.008920079631487407,26138.815648171818,1572752.430769231,4308.910769230769,223759.29257775735,60.16923076923078,0.1648472075869336,60.16923076923078,0.2591532915523269,1,0.30157665383650584,0.5304483248515185,0.03087425134190028,67480.57872042376,834263.8923076923,30.358700399999996,-87.1578934
100117,BAPTIST MEDICAL CENTER-BEACHES,1350 THIRTEENTH AVENUE SOUTH,JACKSONVILLE BEACH,FL,32250,1.0,1.0,0.4877686081441029,0.5122313918558971,0.04862151314552236,0.04862151314552236,17266.571719088937,943394.3185185185,2584.6419685438864,193186.54986727342,54.63703703703704,0.14969051243023845,54.63703703703704,0.14518888621829418,1,0.38213343459311344,0.5687026687940936,0.048693546180088726,73823.03981797498,536510.8666666667,30.273534899999998,-81.39816309999999
10021,DALE MEDICAL CENTER,126 HOSPITAL,OZARK,AL,36360-,1.0,0.0,0.27373873578569097,0.7262612642143091,0.014796532433167187,0.014796532433167187,19236.42131616595,349253.4675324675,956.8588151574452,92094.50703743023,18.15584415584416,0.04974203878313467,18.15584415584416,0.0010752061623685134,2,0.6437106649407343,0.6167239384844491,0.03688122610464465,59282.21636245334,215392.974025974,31.451360100000002,-85.63198009999999
520109,MILE BLUFF MEDICAL CENTER  INC.,1050 DIVISION STREET,MAUSTON,WI,53948-,0.0,0.0,0.20983906371248756,0.7901609362875125,0.011742590784280249,0.011742590784280249,70640.12806026365,1875495.4,5138.343561643836,203924.69283462,26.55,0.07273972602739726,26.55,-0.011605000470808941,2,0.6145298330243838,0.5795312001298429,0.043276819020723806,125317.80743720777,1086908.1,43.7830467,-90.0752607
250079,SHARKEY-ISSAQUENA COMM HOSPITAL,108 SOUTH FOURTH STREET,ROLLING FORK,MS,39159,1.0,0.0,0.2287494549237647,0.7712505450762354,0.00029918529682537135,0.00029918529682537135,76155.88888888889,1154362.9473684214,3162.638211968277,304920.005560962,15.157894736842106,0.04152847873107426,15.157894736842106,0.026840413596088724,2,0.25705219228687354,0.7218049545304004,0.008218522533458419,78380.35590157096,833224.894736842,32.904711600000006,-90.88504259999999
100028,PARRISH MEDICAL CENTER,951 N. WASHINGTON AVE,TITUSVILLE,FL,32799,1.0,1.0,0.37452526154669774,0.6254747384533023,0.012053861243929159,0.012053861243929159,26859.533109684948,876899.8047619049,2402.4652185257664,220123.78999964142,32.647619047619045,0.08944553163731246,32.647619047619045,0.2436034243343184,1,0.3064332717732062,0.5430845851265442,0.05384740187426202,67453.25316470827,476230.76666666655,28.6308071,-80.8240872
100105,INDIAN RIVER MEMORIAL HOSPITA.L,1000 36TH STREET,VERO BEACH,FL,32960,1.0,1.0,0.4480778599726052,0.5519221400273948,0.009830909652828184,0.009830909652828184,20033.3151307398,810638.4032258064,2220.9271321254973,182180.46020342325,40.46451612903226,0.11086168802474593,40.46451612903226,-0.015860203848496072,2,0.5768413628438327,0.570448671269265,0.05223192370027915,105089.22494725928,462427.6,27.658355699999998,-80.39376429999999
100130,LAKESIDE MEDICAL CENTER,39200 HOOKER HIGHWAY,BELLE GLADE,FL,33430,1.0,1.0,0.4597834554101986,0.5402165445898015,0.021080171237101986,0.021080171237101986,15381.693285859614,560007.5740740739,1534.26732623034,111852.37831040092,36.407407407407405,0.09974632166412987,36.407407407407405,0.07285334665943176,2,0.7413384190670173,0.8897415706249211,0.1159347745594314,82920.46530551856,498262.0185185186,26.724250800000004,-80.6710563
100286,PHYSICIANS REGIONAL MEDICAL CENTER,6101 PINE RIDGE ROAD,NAPLES,FL,34119,1.0,1.0,0.5029945385352862,0.4970054614647138,0.03777806850892164,0.03777806850892164,19665.10539894888,1023857.3532338308,2805.088638996797,215956.06065375934,52.06467661691543,0.1426429496353847,52.06467661691543,0.08367055349283731,2,0.3681014517491865,0.6156180328836229,0.10889708827597874,79493.73944068419,630305.0497512438,26.213958899999998,-81.7320293
450620,DIMMIT REGIONAL HOSPITAL DISTRICT,70440 SPIRAL DRIVE,CARRIZO SPRINGS,TX,78834-,0.0,0.0,0.16916268527317613,0.8308373147268239,0.11322220089925525,0.11322220089925525,20608.921722113504,421246.36,1138.5036756756756,60475.24405650626,20.44,0.055243243243243235,20.44,0.11193231438249104,2,1.018032298249414,0.9077426330758086,0.08074467397178221,61565.751694039274,382383.28,28.521929200000002,-99.86061070000001
100050,LARKIN HOSP PALM SPRINGS CAMPUS  LLC,1475 W 75TH STREET,HIALEAH,FL,33012,1.0,1.0,0.5294050434447845,0.4705949565552156,0.01881598575989395,0.01881598575989395,12349.729461457231,395107.8986486487,1082.4873935579417,97134.54759887706,31.993243243243235,0.08765272121436506,31.993243243243235,-0.0330264386042068,3,0.5728215807761988,0.5267866531634561,0.04858775405671345,55640.765103569705,208137.5675675676,25.891089,-80.31317170000001
10032,WEDOWEE HOSPITAL,301 NORTH MAIN STREET,WEDOWEE,AL,36278,1.0,0.0,0.1944149269598159,0.8055850730401841,0.013973703498356386,0.013973703498356386,17805.593023255813,135113.0294117647,370.17268331990334,57151.56755411794,7.588235294117648,0.020789685737308626,7.588235294117648,-0.32785817887115426,3,0.8732610147974147,0.9497070317814518,0.04585158874606729,49908.23587957204,128317.79411764705,33.3166476,-85.487436
670076,HERITAGE PARK SURGICAL HOSPITAL,3601 CALAIS DRIVE,SHERMAN,TX,75090,0.0,1.0,0.15070697076114914,0.8492930292388509,0.0008898112256032625,0.0008898112256032625,119886.36065573769,4875378.666666667,13357.20182648402,281204.2489786109,40.66666666666666,0.11141552511415526,40.66666666666666,0.30360665660431435,1,0.23535635112376915,0.5055616363747746,0.028446576730860425,66183.20596010574,2464804.416666666,33.676781899999995,-96.6017824
260034,BATES COUNTY MEMORIAL HOSPITAL,615 WEST NURSERY STREET,BUTLER,MO,64730-0370,1.0,0.0,0.25274869212798856,0.7472513078720114,0.014199741139835088,0.014199741139835088,40888.73194748359,849370.4772727273,2327.0424034869243,171338.2587566477,20.772727272727273,0.05691158156911581,20.772727272727273,0.03643374808524635,2,0.4862093452581365,0.6277739494819974,0.054310062417617794,83306.26260773887,533212.6590909091,38.24879910000001,-94.342866
100055,FLORIDA HOSPITAL - NORTH PINELLAS,1395 S. PINELLAS AVENUE,TARPON SPRINGS,FL,34689,1.0,1.0,0.4820677575744254,0.5179322424255746,0.06154258938174531,0.06154258938174531,20116.573179791976,796379.6323529412,2181.8620064464144,182397.4907376221,39.588235294117645,0.10846091861402096,39.588235294117645,-0.04435431741974226,3,0.4238486337481487,0.6944219073023756,0.0413292581510647,77308.92724823173,553023.4632352941,28.1323928,-82.7578905
100166,DOCTORS HOSPITAL OF SARASOTA,5731 BEE RIDGE RD,SARASOTA,FL,34233-,1.0,1.0,0.5994252098244228,0.4005747901755772,0.03449271376030252,0.03449271376030252,19061.866656689614,916340.9568345323,2510.523169409678,280838.2788728668,48.07194244604317,0.13170395190696754,48.07194244604317,0.10755019378644937,2,0.3465675451943907,0.6227336777262066,0.04678154850673573,97329.43290558716,570636.3741007196,27.3019635,-82.4534904
360044,WAYNE HOSPITAL COMPANY,835 SWEITZER STREET,GREENVILLE,OH,45331-,1.0,0.0,0.1987619122794976,0.8012380877205024,0.009035680677540778,0.009035680677540778,27103.08182784272,1416888.888888889,3881.8873668188735,137777.53768029818,52.27777777777778,0.14322678843226788,52.27777777777778,0.18622569008782933,1,0.5024905505018821,0.6958311833437892,0.12180850062735255,69231.91075576683,985915.4722222221,40.0892163,-84.6343415
260209,FULTON MEDICAL CENTER,10 SOUTH HOSPITAL DRIVE,FULTON,MO,65251-,1.0,1.0,0.23956283890623456,0.7604371610937655,0.00036564069477192047,0.00036564069477192047,109889.3,610496.1111111111,1672.5920852359206,156159.30083842544,5.5555555555555545,0.015220700152206999,5.5555555555555545,-0.3620075839958941,3,0.6398971510420032,0.8588491327181081,0.043872333339096715,99925.89171521956,524324.0555555555,38.843494,-91.965735
230239,CHIPPEWA COUNTY WAR MEMORIAL HOSPITA,500 OSBORNE BOULEVARD,SAULT STE. MARIE,MI,49783-,1.0,0.0,0.24687851261705626,0.7531214873829437,0.0031896832447755197,0.0031896832447755197,42443.523964256696,1274340.9268292682,3491.3450050116935,145950.1878570331,30.02439024390244,0.0822586034079519,30.02439024390244,-0.01633259377042304,2,0.5755992030926058,0.5850245726255665,0.03637083333636376,84008.81182172438,745520.756097561,46.4976778,-84.3494632
440232,HOUSTON COUNTY COMMUNITY HOSPITAL,5001 EAST MAIN STREET,ERIN,TN,37061,1.0,0.0,0.17425406260315798,0.8257459373968421,0.00023740063746748383,0.00023740063746748383,18227.36866359447,158213.56,433.46180821917807,75469.16618965847,8.68,0.02378082191780822,8.68,-0.1904906254558712,3,0.6134447641529588,0.8632964203573954,0.04444928740621221,46296.16485403549,136585.2,36.3201331,-87.689908
520107,HOLY FAMILY MEMORIAL INC,2300 WESTERN AVENUE,MANITOWOC,WI,54221,0.0,0.0,0.23307875522207386,0.7669212447779261,0.0014346658845448168,0.0014346658845448168,45894.990439770554,2069231.0344827587,5669.126121870571,150623.62730455954,45.08620689655172,0.1235238545111006,45.08620689655172,0.02417352273124949,2,0.6110482071467495,0.5757030847707878,0.012741606493833293,92038.2974183913,1191262.6896551724,44.094904299999996,-87.6764511
510082,SUMMERSVILLE REGIONAL MED CENTER,400 FAIRVIEW HEIGHTS ROAD,SUMMERSVILLE,WV,26551,1.0,0.0,0.294019299913867,0.7059807000861329,0.0034983672246581927,0.0034983672246581927,32442.552489905785,983870.0612244898,2695.534414313671,119612.04068974072,30.3265306122449,0.08308638523902713,30.3265306122449,-0.021641255804623116,2,0.5700056874525471,0.522695121947931,0.03270918905356529,68179.5434809577,514264.08163265313,38.292523700000004,-80.8299953
100014,FLORIDA HOSPITAL NEW SMYRNA,401 PALMETTO STREET,NEW SMYRNA BEACH,FL,32168-,1.0,1.0,0.4726811422288494,0.5273188577711506,0.034283395860996504,0.034283395860996504,19168.40173355945,908274.1785714284,2488.42240704501,180757.50382032053,47.38392857142857,0.12981898238747555,47.38392857142857,-0.04454760297561188,3,0.4022428013693317,0.7169702375505949,0.04716384806239872,72708.40470521341,651205.5535714285,29.020255199999998,-80.92175329999999
100068,FLORIDA HOSPITAL MEMORIAL MEDICAL CE,301 MEMORIAL MEDICAL PARKWAY,DAYTONA,FL,32117-,1.0,1.0,0.5214627891889361,0.4785372108110639,0.02070684314310709,0.02070684314310709,20041.54248490626,916725.7877906977,2748.251989158758,178243.4567580247,45.74127906976744,0.13712776804622342,45.74127906976744,-0.04240217644398375,3,0.5370392564734089,0.5977697592745004,0.04788331764813989,95723.73348857976,547990.9534883721,29.2436358,-81.108182
