Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,lat,lng,Rural Versus Urban,CCN Facility Type,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Beds,Total Bed Days Available,Total Discharges (V + XVIII + XIX + Unknown),Net Patient Revenue,Net Income,Wage-Related Costs (Core),Total Salaries (adjusted),Contract Labor,Rev Per FTE,CON,Urban,Inpatient %,Outpatient %,Charity %,Uncompensated %,Rev/Discharge,Rev Per Bed,Rev Per Bed Days,Discharges Per Bed,Discharges Per Bed Days,Discharge/FTE,Net Income %,Net Income Score,Labor %,Overhead %,Depreciation %,LbrExp/FTE,Overhead Exp Per Bed,Pacesetter Group
521348,VERNON MEMORIAL HOSPITAL,507 SOUTH MAIN ST,VIROQUA,WI,54665,43.5516755,-90.8884737,R,CAH,10/01/2015,09/30/2016,336.57,25.0,9150.0,1200.0,"$73,294,268",$3035453,$nan,$nan,$nan,"$217,768",0.0,0.0,26.7659%,73.2341%,0.7995%,0.7995%,"$61,079","$2,931,771","$8,010",48.00,0.13,48.00,4.1415%,2,nan%,53.1466%,3.5274%,$nan,"$1,558,137",2nd Quartile
241373,PERHAM MEMORIAL HOSPITAL AND HOME,1000 CONEY STREET WEST,PERHAM,MN,56573,46.5939093,-95.5931883,R,CAH,10/01/2015,09/30/2016,200.94,25.0,9150.0,881.0,"$49,365,503",$2428495,$nan,$nan,$nan,"$245,673",0.0,0.0,26.0473%,73.9527%,0.0375%,0.0375%,"$56,033","$1,974,620","$5,395",35.24,0.10,35.24,4.9194%,2,nan%,56.0707%,8.0696%,$nan,"$1,107,184",2nd Quartile
450620,DIMMIT REGIONAL HOSPITAL DISTRICT,70440 SPIRAL DRIVE,CARRIZO SPRINGS,TX,78834-,28.521929200000002,-99.86061070000001,R,STH,10/01/2015,09/30/2016,181.75,35.0,12810.0,906.0,"$9,792,549",$-1368624,"$2,399,622","$9,010,713","$1,182,195","$53,879",0.0,0.0,17.2522%,82.7478%,17.7810%,17.7810%,"$10,809","$279,787",$764,25.89,0.07,25.89,-13.9762%,3,116.5206%,109.7447%,7.5303%,"$62,780","$307,051",4th Quartile
471304,NORTH COUNTRY HOSPITAL & HEALTH CTR,189 PROUTY DRIVE,NEWPORT,VT,05855,44.95549320000001,-72.2001756,R,CAH,10/01/2015,09/30/2016,381.77,25.0,9150.0,1359.0,"$75,734,492",$705955,$nan,$nan,$nan,"$198,377",1.0,0.0,16.8204%,83.1796%,0.0015%,0.0015%,"$55,728","$3,029,380","$8,277",54.36,0.15,54.36,0.9321%,2,nan%,61.4943%,6.1512%,$nan,"$1,862,895",3rd Quartile
131322,FRANKLIN COUNTY MEDICAL CENTER,44 NORTH FIRST EAST,PRESTON,ID,83263-,42.097555,-111.8733813,R,CAH,10/01/2015,09/30/2016,127.75,20.0,7320.0,599.0,"$19,796,177",$1370642,$nan,$nan,$nan,"$154,960",0.0,0.0,42.7649%,57.2351%,nan%,nan%,"$33,049","$989,809","$2,704",29.95,0.08,29.95,6.9238%,2,nan%,47.4355%,2.3954%,$nan,"$469,521",2nd Quartile
301310,ANDROSCOGGIN VALLEY HOSPITAL,59 PAGE HILL ROAD,BERLIN,NH,03570-,44.48761029999999,-71.1568452,R,CAH,01/01/2016,09/30/2016,309.59,25.0,6850.0,1054.0,"$43,322,163",$2398613,$nan,$nan,$nan,"$139,934",0.0,0.0,22.1733%,77.8267%,1.4680%,1.4680%,"$41,103","$1,732,887","$6,324",42.16,0.15,42.16,5.5367%,2,nan%,56.6034%,3.6260%,$nan,"$980,873",2nd Quartile
10005,MARSHALL MEDICAL CENTER - SOUTH,2505 U.S. HIGHWAY 431,BOAZ,AL,35957-,34.222103000000004,-86.1609084,R,STH,10/01/2015,09/30/2016,1113.2,204.0,74664.0,9406.0,"$152,458,646",$8936845,"$13,293,587","$55,182,574","$2,145,949","$136,955",1.0,0.0,24.6069%,75.3931%,1.1251%,1.1251%,"$16,209","$747,346","$2,042",46.11,0.13,46.11,5.8618%,2,44.9146%,65.0874%,5.9593%,"$61,513","$486,428",2nd Quartile
371312,ST JOHN SAPULPA,519 SOUTH DIVISION,SAPULPA,OK,74067,35.993109499999996,-96.1009026,U,CAH,10/01/2015,09/30/2016,119.63,25.0,9150.0,309.0,"$20,056,254",$-1546925,$nan,$nan,$nan,"$167,652",1.0,1.0,20.7095%,79.2905%,3.5511%,3.5511%,"$64,907","$802,250","$2,192",12.36,0.03,12.36,-7.7129%,3,nan%,79.6161%,5.5333%,$nan,"$638,720",4th Quartile
371333,CREEK NATION COMMUNITY HOSPITAL,309 NORTH 14TH STREET,OKEMAH,OK,74859,35.43404920000001,-96.3182333,R,CAH,10/01/2015,09/30/2016,128.0,25.0,9150.0,232.0,"$16,254,887",$3024553,$nan,$nan,$nan,"$126,991",1.0,0.0,36.1327%,63.8673%,nan%,nan%,"$70,064","$650,195","$1,776",9.28,0.03,9.28,18.6070%,1,nan%,47.7365%,1.7977%,$nan,"$310,380",1st Quartile
301308,VALLEY REGIONAL HOSPITAL,243 ELM STREET,CLAREMONT,NH,03743-,43.3851398,-72.34245370000002,R,CAH,10/01/2015,09/30/2016,257.69,25.0,9150.0,451.0,"$37,738,617",$-3551967,$nan,$nan,$nan,"$146,450",0.0,0.0,10.6029%,89.3971%,0.7305%,0.7305%,"$83,678","$1,509,545","$4,124",18.04,0.05,18.04,-9.4120%,3,nan%,61.8419%,4.9458%,$nan,"$933,531",4th Quartile
301312,HUGGINS HOSPITAL,240 SOUTH MAIN STREET,WOLFEBORO,NH,03894,43.5819626,-71.20066870000002,R,CAH,10/01/2015,09/30/2016,225.92,25.0,9150.0,687.0,"$49,239,387",$-568140,$nan,$nan,$nan,"$217,951",0.0,0.0,16.5980%,83.4020%,0.7273%,0.7273%,"$71,673","$1,969,575","$5,381",27.48,0.08,27.48,-1.1538%,2,nan%,67.1778%,6.0049%,$nan,"$1,323,118",3rd Quartile
521356,OCONTO HOSPITAL & MEDICAL CENTER,820 ARBUTUS AVE,OCONTO,WI,54153-,44.8963283,-87.8654865,R,CAH,10/01/2015,09/30/2016,68.75,10.0,3660.0,124.0,"$16,775,315",$4200497,$nan,$nan,$nan,"$244,005",0.0,0.0,6.8263%,93.1737%,0.0427%,0.0427%,"$135,285","$1,677,532","$4,583",12.40,0.03,12.40,25.0398%,1,nan%,54.5192%,7.9114%,$nan,"$914,578",1st Quartile
131315,SYRINGA GENERAL HOSPITAL,607 W. MAIN STREET,GRANGEVILLE,ID,83530-,45.9265605,-116.12715559999998,R,CAH,10/01/2015,09/30/2016,109.9,15.0,5490.0,427.0,"$13,369,821",$-57576,$nan,$nan,$nan,"$121,654",0.0,0.0,19.9778%,80.0222%,0.6200%,0.6200%,"$31,311","$891,321","$2,435",28.47,0.08,28.47,-0.4306%,2,nan%,51.3766%,4.4655%,$nan,"$457,930",3rd Quartile
111326,SGMC  LANIER CAMPUS,116 W. THIGPEN AVENUE,LAKELAND,GA,31635-,31.042070399999997,-83.086214,R,CAH,10/01/2015,09/30/2016,71.83,25.0,9150.0,132.0,"$11,571,240",$-474792,$nan,$nan,$nan,"$161,092",1.0,0.0,51.4877%,48.5123%,0.2835%,0.2835%,"$87,661","$462,850","$1,265",5.28,0.01,5.28,-4.1032%,3,nan%,66.3214%,2.7072%,$nan,"$306,968",4th Quartile
441305,MACON COUNTY GENERAL HOSPITAL,204 MEDICAL DRIVE,LAFAYETTE,TN,37083-0378,36.519582799999995,-86.0264268,R,CAH,10/01/2015,09/30/2016,112.13,25.0,9150.0,678.0,"$11,571,438",$390345,$nan,$nan,$nan,"$103,197",1.0,0.0,27.2076%,72.7924%,1.9516%,1.9516%,"$17,067","$462,858","$1,265",27.12,0.07,27.12,3.3733%,2,nan%,52.6826%,1.5826%,$nan,"$243,846",3rd Quartile
111331,MITCHELL COUNTY HOSPITAL,90 STEPHENS STREET,CAMILLA,GA,31728-,31.229772999999998,-84.2053167,R,CAH,10/01/2015,09/30/2016,87.29,25.0,9150.0,91.0,"$26,582,675",$-515697,$nan,$nan,$nan,"$304,533",1.0,0.0,44.2056%,55.7944%,10.2375%,10.2375%,"$292,117","$1,063,307","$2,905",3.64,0.01,3.64,-1.9400%,2,nan%,59.5851%,1.9026%,$nan,"$633,572",3rd Quartile
111332,BROOKS COUNTY HOSPITAL,903 N COURT ST,QUITMAN,GA,31643-1315,30.795038800000004,-83.559146,R,CAH,10/01/2015,09/30/2016,77.95,25.0,9150.0,158.0,"$10,279,267",$-1214444,$nan,$nan,$nan,"$131,870",1.0,0.0,39.8164%,60.1836%,10.6276%,10.6276%,"$65,059","$411,171","$1,123",6.32,0.02,6.32,-11.8145%,3,nan%,62.8973%,3.6033%,$nan,"$258,615",4th Quartile
301302,LITTLETON REGIONAL HEALTHCARE,600 ST. JOHNSBURY ROAD,LITTLETON,NH,03561-,44.3179174,-71.8253933,R,CAH,10/01/2015,09/30/2016,384.55,25.0,9150.0,1427.0,"$84,146,238",$916814,$nan,$nan,$nan,"$218,817",0.0,0.0,19.5658%,80.4342%,0.2823%,0.2823%,"$58,967","$3,365,850","$9,196",57.08,0.16,57.08,1.0895%,2,nan%,60.0323%,5.6520%,$nan,"$2,020,596",3rd Quartile
11300,WASHINGTON COUNTY HOSPITAL,ST. STEPHENS AVENUE,CHATOM,AL,36518-,31.45631890000001,-88.2236218,R,CAH,10/01/2015,09/30/2016,94.0,15.0,5490.0,128.0,"$12,514,537",$-20567,$nan,$nan,$nan,"$133,133",1.0,0.0,59.9251%,40.0749%,0.1958%,0.1958%,"$97,770","$834,302","$2,280",8.53,0.02,8.53,-0.1643%,2,nan%,53.9545%,2.3273%,$nan,"$450,144",3rd Quartile
221303,ATHOL MEMORIAL HOSPITAL,2033 MAIN STREET,ATHOL,MA,01331,42.5850878,-72.20868420000002,U,CAH,10/01/2015,09/30/2016,136.47,25.0,9150.0,352.0,"$22,775,307",$2312947,$nan,$nan,$nan,"$166,889",1.0,1.0,11.9380%,88.0620%,0.9015%,0.9015%,"$64,703","$911,012","$2,489",14.08,0.04,14.08,10.1555%,2,nan%,69.1087%,4.8171%,$nan,"$629,589",2nd Quartile
471307,PORTER HOSPITAL,115 PORTER DRIVE,MIDDLEBURY,VT,05753-8629,44.0000146,-73.1678181,R,CAH,10/01/2015,09/30/2016,428.0,25.0,9150.0,1454.0,"$83,917,406",$1871071,$nan,$nan,$nan,"$196,069",1.0,0.0,28.8811%,71.1189%,0.0024%,0.0024%,"$57,715","$3,356,696","$9,171",58.16,0.16,58.16,2.2297%,2,nan%,51.6723%,3.0320%,$nan,"$1,734,481",3rd Quartile
301303,WEEKS MEDICAL CENTER,173 MIDDLE STREET,LANCASTER,NH,03584,44.486993,-71.554385,R,CAH,10/01/2015,09/30/2016,227.69,25.0,9150.0,622.0,"$40,469,986",$1304426,$nan,$nan,$nan,"$177,742",0.0,0.0,14.7358%,85.2642%,0.3813%,0.3813%,"$65,064","$1,618,799","$4,423",24.88,0.07,24.88,3.2232%,2,nan%,55.1878%,4.1959%,$nan,"$893,379",3rd Quartile
301307,MEMORIAL HOSPITAL,3073 WHITE MOUNTAIN HIGHWAY,NORTH CONWAY,NH,03860,44.061623600000004,-71.13708829999999,R,CAH,10/01/2015,09/30/2016,351.24,25.0,9150.0,1511.0,"$66,760,706",$-968210,$nan,$nan,$nan,"$190,071",0.0,0.0,23.3784%,76.6216%,0.4590%,0.4590%,"$44,183","$2,670,428","$7,296",60.44,0.17,60.44,-1.4503%,2,nan%,62.9182%,6.1385%,$nan,"$1,680,185",3rd Quartile
511306,ROANE GENERAL HOSPITAL,200 HOSPITAL DRIVE,SPENCER,WV,25276-1060,38.813071,-81.369286,R,CAH,10/01/2015,09/30/2016,183.35,25.0,9150.0,187.0,"$28,755,415",$-245162,$nan,$nan,$nan,"$156,833",1.0,0.0,14.5258%,85.4742%,0.6719%,0.6719%,"$153,772","$1,150,217","$3,143",7.48,0.02,7.48,-0.8526%,2,nan%,57.7937%,3.6045%,$nan,"$664,752",3rd Quartile
111310,MEDICAL CENTER OF PEACH COUNTY,1960 HIGHWAY 247 CONNECTOR,BYRON,GA,31008,32.604915399999996,-83.75933559999999,R,CAH,10/01/2015,09/30/2016,135.97,25.0,9150.0,852.0,"$17,896,523",$624982,$nan,$nan,$nan,"$131,621",1.0,0.0,28.9061%,71.0939%,0.1933%,0.1933%,"$21,005","$715,861","$1,956",34.08,0.09,34.08,3.4922%,2,nan%,57.7843%,11.5250%,$nan,"$413,655",3rd Quartile
201308,HOULTON REGIONAL HOSPITAL,20 HARTFORD STREET,HOULTON,ME,04730,46.1315712,-67.84356030000001,R,CAH,10/01/2015,09/30/2016,314.0,25.0,9150.0,1251.0,"$47,063,642",$-421204,$nan,$nan,$nan,"$149,884",1.0,0.0,26.1594%,73.8406%,0.7911%,0.7911%,"$37,621","$1,882,546","$5,144",50.04,0.14,50.04,-0.8950%,2,nan%,54.4716%,2.6751%,$nan,"$1,025,453",3rd Quartile
201309,MAYO REGIONAL HOSPITAL,897 WEST MAIN STREET,DOVER-FOXCROFT,ME,04426-,45.187841,-69.23708470000001,R,CAH,10/01/2015,09/30/2016,343.0,25.0,9150.0,1273.0,"$45,906,378",$-416931,$nan,$nan,$nan,"$133,838",1.0,0.0,16.1002%,83.8998%,1.6418%,1.6418%,"$36,062","$1,836,255","$5,017",50.92,0.14,50.92,-0.9082%,2,nan%,55.0110%,3.7570%,$nan,"$1,010,142",3rd Quartile
201315,STEPHENS MEMORIAL HOSPITAL - CAH,181 MAIN STREET,NORWAY,ME,04268,44.2095554,-70.5324363,R,CAH,10/01/2015,09/30/2016,329.34,25.0,9150.0,1364.0,"$62,301,591",$3382597,$nan,$nan,$nan,"$189,171",1.0,0.0,21.1223%,78.8777%,0.9364%,0.9364%,"$45,676","$2,492,064","$6,809",54.56,0.15,54.56,5.4294%,2,nan%,56.5478%,4.4156%,$nan,"$1,409,207",2nd Quartile
251331,CALHOUN HEALTH SERVICES,140 BURKE-CALHOUN CITY ROAD,CALHOUN CITY,MS,38916,33.870907700000004,-89.31832170000001,R,CAH,10/01/2015,09/30/2016,231.31,21.0,7686.0,240.0,"$17,726,722",$98910,$nan,$nan,$nan,"$76,636",1.0,0.0,49.0830%,50.9170%,nan%,nan%,"$73,861","$844,130","$2,306",11.43,0.03,11.43,0.5580%,2,nan%,58.5102%,1.4507%,$nan,"$493,902",3rd Quartile
251337,TIPPAH COUNTY HOSPITAL,1005 HIGHWAY 15 N,RIPLEY,MS,38663,33.5473362,-89.09551280000002,R,CAH,10/01/2015,09/30/2016,203.73,25.0,9150.0,377.0,"$14,058,316",$350124,$nan,$nan,$nan,"$69,005",1.0,0.0,40.3126%,59.6874%,0.7280%,0.7280%,"$37,290","$562,333","$1,536",15.08,0.04,15.08,2.4905%,2,nan%,60.3692%,2.5224%,$nan,"$339,476",3rd Quartile
471303,NORTHEASTERN VT REGIONAL HOSPITAL,1315 HOSPITAL DRIVE,ST. JOHNSBURY,VT,05819,44.4457643,-72.0096979,R,CAH,10/01/2015,09/30/2016,351.26,25.0,9150.0,1694.0,"$75,003,963",$2394355,$nan,$nan,$nan,"$213,528",1.0,0.0,22.4727%,77.5273%,1.3978%,1.3978%,"$44,276","$3,000,159","$8,197",67.76,0.19,67.76,3.1923%,2,nan%,53.2370%,3.3594%,$nan,"$1,597,193",3rd Quartile
111313,PUTNAM GENERAL HOSPITAL,101 LAKE OCONEE PARKWAY,EATONTON,GA,31024-,33.4562831,-83.24673879999997,R,CAH,10/01/2015,09/30/2016,107.08,25.0,9150.0,571.0,"$9,838,808",$-2240746,$nan,$nan,$nan,"$91,883",1.0,0.0,23.9543%,76.0457%,2.1266%,2.1266%,"$17,231","$393,552","$1,075",22.84,0.06,22.84,-22.7746%,3,nan%,82.3044%,5.3028%,$nan,"$323,911",4th Quartile
111333,JEFF DAVIS,163 S TALLAHASSEE ST,HAZLEHURST,GA,31539-,31.857200399999996,-82.6068071,R,CAH,10/01/2015,09/30/2016,102.0,25.0,9150.0,583.0,"$11,876,532",$200898,$nan,$nan,$nan,"$116,437",1.0,0.0,26.3865%,73.6135%,1.5806%,1.5806%,"$20,371","$475,061","$1,298",23.32,0.06,23.32,1.6916%,2,nan%,57.1010%,4.5920%,$nan,"$271,265",3rd Quartile
471301,GIFFORD MEDICAL CENTER,44 SOUTH MAIN STREET,RANDOLPH,VT,05060-,43.915384499999995,-72.66415429999998,R,CAH,10/01/2015,09/30/2016,343.39,29.0,10614.0,1312.0,"$54,787,887",$5372695,$nan,$nan,$nan,"$159,550",1.0,0.0,28.4055%,71.5945%,0.0241%,0.0241%,"$41,759","$1,889,237","$5,162",45.24,0.12,45.24,9.8064%,2,nan%,51.5780%,4.5262%,$nan,"$974,432",2nd Quartile
100092,WUESTOFF MEDICAL CENTER - ROCKLEDGE,110 LONGWOOD AVENUE,ROCKLEDGE,FL,32955,28.3353563,-80.7227819,U,STH,10/01/2015,09/30/2016,829.83,274.0,100284.0,9873.0,"$163,897,542",$7423471,"$11,818,448","$56,262,735","$2,087,062","$197,507",1.0,1.0,52.5350%,47.4650%,0.0259%,0.0259%,"$16,601","$598,166","$1,634",36.03,0.10,36.03,4.5293%,2,41.5389%,61.5824%,3.8185%,"$82,042","$368,365",2nd Quartile
100105,INDIAN RIVER MEMORIAL HOSPITA.L,1000 36TH STREET,VERO BEACH,FL,32960,27.658355699999998,-80.39376429999999,U,STH,10/01/2015,09/30/2016,1301.97,310.0,113460.0,12616.0,"$219,710,991",$-3931351,"$15,985,765","$113,208,425","$2,882,719","$168,753",1.0,1.0,50.4341%,49.5659%,0.2967%,0.2967%,"$17,415","$708,745","$1,936",40.70,0.11,40.70,-1.7893%,2,58.8019%,58.5335%,5.8621%,"$99,230","$414,853",3rd Quartile
221300,MARTHAS VINEYARD HOSPITAL,ONE HOSPITAL ROAD,OAK BLUFFS,MA,02557,41.4607404,-70.58070409999998,R,CAH,10/01/2015,09/30/2016,317.55,25.0,9150.0,945.0,"$74,565,627",$6128115,$nan,$nan,$nan,"$234,815",1.0,0.0,15.4063%,84.5937%,1.5495%,1.5495%,"$78,905","$2,982,625","$8,149",37.80,0.10,37.80,8.2184%,2,nan%,57.1274%,6.3929%,$nan,"$1,703,896",2nd Quartile
