Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural Versus Urban,CCN Facility Type,Provider Type,Type of Control,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Interns and Residents (FTE),Total Days Title V,Total Days Title XVIII,Total Days Title XIX,Total Days (V + XVIII + XIX + Unknown),Number of Beds,Total Bed Days Available,Total Discharges Title V,Total Discharges Title XVIII,Total Discharges Title XIX,Total Discharges (V + XVIII + XIX + Unknown),Total Days Title V + Total for all Subproviders,Total Days Title XVIII + Total for all Subproviders,Total Days Title XIX + Total for all Subproviders,Total Days (V + XVIII + XIX + Unknown) + Total for all Subproviders,Number of Beds + Total for all Subproviders,Total Bed Days Available + Total for all Subproviders,Total Discharges Title V + Total for all Subproviders,Total Discharges Title XVIII + Total for all Subproviders,Total Discharges Title XIX + Total for all Subproviders,Total Discharges (V + XVIII + XIX + Unknown) + Total for all Subproviders,Hospital Total Days Title V For  Adults & Peds,Hospital Total Days Title XVIII For  Adults & Peds,Hospital Total Days Title XIX For  Adults & Peds,Hospital Total Days (V + XVIII + XIX + Unknown) For  Adults & Peds,Hospital Number of Beds For  Adults & Peds,Hospital Total Bed Days Available For  Adults & Peds,Hospital Total Discharges Title V For  Adults & Peds,Hospital Total Discharges Title XVIII For  Adults & Peds,Hospital Total Discharges Title XIX For  Adults & Peds,Hospital Total Discharges (V + XVIII + XIX + Unknown) For  Adults & Peds,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Depreciation Cost,Total Costs,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Wage-Related Costs (Core),Wage-Related Costs (RHC/FQHC),Total Salaries (adjusted),Contract Labor,Wage Related Costs for Part - A Teaching Physicians,Wage Related Costs for Interns and Residents,Cash on Hand and in Banks,Temporary Investments,Notes Receivable,Accounts Receivable,Less: Allowances for Uncollectible Notes and Accounts Receivable,Inventory,Prepaid Expenses,Other Current Assets,Total Current Assets,Land,Land Improvements,Buildings,Leasehold Improvements,Fixed Equipment,Major Movable Equipment,Minor Equipment Depreciable,Health Information Technology Designated Assets,Total fixed Assets,Investments,Other Assets,Total Other Assets,Total Assets,Accounts Payable,"Salaries, Wages, and Fees Payable",Payroll Taxes Payable,Notes and Loans Payable (Short Term),Deferred Income,Other Current Liabilities,Total Current Liabilities,Mortgage Payable,Notes Payable,Unsecured Loans,Other Long Term Liabilities,Total Long Term Liabilities,Total Liabilities,General Fund Balance,Total Fund Balances,Total Liabilities and Fund Balances,DRG Amounts Other Than Outlier Payments,DRG amounts before October 1,DRG amounts after October 1,DRG Amounts for Model 4 BPCI before October 1,DRG Amounts for Model 4 BPCI after October 1,Outlier payments for discharges,Disproporationate Share Adjustment,Allowable DSH Percentage,Managed Care Simulated Payments,Total IME Payment,Inpatient Revenue,Outpatient Revenue,Gross Revenue,Less Contractual Allowance and discounts on patients' accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Total Other Income,Total Income,Total Other Expenses,Net Income,Cost To Charge Ratio,Net Revenue from Medicaid,Medicaid Charges,Net Revenue from Stand-Alone SCHIP,Stand-Alone SCHIP Charges,rpt_rec_num,CON,Urban,Inpatient %,Outpatient %,Charity %,Uncompensated %,Rev Per Discharge,Rev Per Bed,Rev Per Bed Days,Rev Per FTE,Discharges Per Bed,Discharges Per Bed Days,Discharges Per FTE,Net Income %,Net Income Score
670073,METHODIST HOSPITAL FOR SURGERY,17101 DALLAS PARKWAY,ADDISON,TX,75001,DALLAS,19124.0,U,STH,1,4,12/01/2016 12:00:00 AM,11/30/2017 12:00:00 AM,209.51,,,1638.0,,6901.0,32.0,11680.0,,624.0,,2614.0,,1638.0,,6901.0,32.0,11680.0,,624.0,,2614.0,,1619.0,,6690.0,28.0,10220.0,,624.0,,2614.0,,2873885.0,1401865.0,1485655.0,16012710.0,121730061.0,1699320.0,133924810.0,204591178.0,71681384.0,276272562.0,4850312.0,,16012710.0,459465.0,,,3865769.0,,,33932477.0,-7779201.0,2295048.0,1373876.0,224511.0,34576059.0,,,,825163.0,59526553.0,20074922.0,,,44170983.0,,,,78747042.0,12131737.0,1114712.0,85179.0,,,3090808.0,16422436.0,,59914246.0,,,59914246.0,76336682.0,2410360.0,2410360.0,78747042.0,,,9757819.0,,,75713.0,,,,,204649855.0,71622706.0,276272561.0,104288218.0,171984343.0,137742771.0,34241572.0,144637.0,34386209.0,,34386209.0,0.484756,,172850.0,,,656818,0.0,1.0,0.740753458321183,0.25924654167881694,,,65793.55126243306,5374510.71875,14724.686900684932,820888.4683308672,81.6875,0.2238013698630137,81.6875,0.1999380199394081,1
10049,MEDICAL CENTER ENTERPRISE,400 NORTH EDWARDS STREET,ENTERPRISE,AL,36330-,COFFEE,99901.0,R,STH,1,4,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,328.15,,,2973.0,3216.0,9592.0,99.0,36135.0,,981.0,933.0,3420.0,,2973.0,3216.0,9592.0,99.0,36135.0,,981.0,933.0,3420.0,,2626.0,1922.0,6996.0,92.0,33580.0,,981.0,933.0,3420.0,1345921.0,22266431.0,3129984.0,3142528.0,18217361.0,29156899.0,2192029.0,42304738.0,159799128.0,412906658.0,572705786.0,3076999.0,,18217361.0,60243.0,,,28484.0,,,36260113.0,-28364449.0,1522556.0,282553.0,33601.0,9762858.0,408000.0,386239.0,21540882.0,5691297.0,1747517.0,9377152.0,5110031.0,,24616026.0,,2962506.0,2962506.0,37341390.0,1779850.0,2024530.0,167948.0,16667.0,,81571.0,36603870.0,,20833.0,,,20833.0,36624703.0,716687.0,716687.0,37341390.0,,4278659.0,1416578.0,,,12894.0,170857.0,0.12,,,159835951.0,416146479.0,575982430.0,528737495.0,47244935.0,47374260.0,-129325.0,582845.0,453520.0,,453520.0,0.07386799999999999,3399583.0,91310134.0,150781.0,2211040.0,656825,1.0,2.0,0.2775014352434327,0.7224985647565673,0.028488154338660854,0.028488154338660854,13814.308479532163,477221.56565656565,1307.4563442645635,143973.59439280818,34.54545454545455,0.09464508094645081,34.54545454545455,0.0095993358864818,2
10120,MONROE COUNTY HOSPITAL,HIGHWAY 21,MONROEVILLE,AL,36461,MONROE,99901.0,R,STH,1,9,10/01/2016 12:00:00 AM,09/30/2017 12:00:00 AM,212.49,,,1478.0,1036.0,3596.0,49.0,17885.0,,444.0,290.0,1111.0,,13165.0,1036.0,19490.0,49.0,17885.0,,444.0,290.0,1111.0,,863.0,553.0,2091.0,41.0,14965.0,,444.0,290.0,1111.0,84341.0,7726964.0,2083023.0,3690976.0,11094741.0,14227848.0,1078466.0,20319821.0,12524094.0,68114432.0,80638526.0,1841407.0,,11094741.0,,,,1747175.0,,,12031340.0,-9272945.0,686607.0,192998.0,4783361.0,10175956.0,328640.0,362313.0,11402143.0,,2909042.0,15870523.0,,,6975917.0,469821.0,,469821.0,17621694.0,1999779.0,1054007.0,32012.0,778310.0,,1558620.0,5422728.0,,6425382.0,,,6425382.0,11848110.0,5773584.0,5773584.0,17621694.0,,,1958276.0,,,7359.0,58748.0,0.12,,,11484106.0,71820744.0,83304850.0,61130538.0,22174312.0,25322589.0,-3148277.0,2125160.0,-1023117.0,,-1023117.0,0.251987,1833560.0,13657502.0,,,656827,1.0,2.0,0.13785639131455132,0.8621436086854487,0.0038035452915066766,0.0038035452915066766,19958.876687668766,452536.97959183675,1239.8273413474978,104354.61433479222,22.6734693877551,0.06211909421302768,22.6734693877551,-0.04613974043478779,3
20012,FAIRBANKS MEMORIAL,1650 COWLES ST,FAIRBANKS,AK,99701,NORTH STAR BOROUGH,21820.0,U,STH,1,2,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,1051.68,,,5913.0,7407.0,21301.0,122.0,44530.0,,1168.0,1406.0,4461.0,,18720.0,29564.0,61035.0,212.0,77380.0,,1168.0,1406.0,4461.0,,4813.0,4723.0,14601.0,109.0,39785.0,,1168.0,1406.0,4461.0,939032.0,16842101.0,8780050.0,14780994.0,93098852.0,146250950.0,254216.0,215043869.0,204945920.0,273225374.0,478171294.0,19355732.0,,93098852.0,9258260.0,,,1258051.0,,,112161696.0,-53478244.0,5022539.0,3851755.0,11753606.0,82098991.0,,,,,,488948.0,,,312248.0,,,,82411239.0,4123773.0,1159734.0,7173.0,,37721.0,2632163.0,7960564.0,,,,,,7960564.0,74450675.0,74450675.0,82411239.0,,10018576.0,3537917.0,,,829628.0,1011653.0,0.2985,,,206974783.0,253990658.0,460965441.0,223687635.0,237277806.0,239349802.0,-2071996.0,14628367.0,12556371.0,185265.0,12371106.0,0.449721,38269158.0,98160853.0,5662560.0,12869456.0,656832,1.0,1.0,0.4490028201485065,0.5509971798514934,0.003957521421114287,0.003957521421114287,53189.375924680564,1944900.049180328,5328.493285425556,225617.8742583295,36.5655737704918,0.10017965416573096,36.5655737704918,0.052137644934225326,2
20017,ALASKA REGIONAL HOSPITAL,2801 DEBAR ROAD,ANCHORAGE,AK,99508,MUNICIPALITY OF ANCHORAGE,11260.0,U,STH,5,4,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,643.11,,,12751.0,9055.0,32768.0,164.0,59860.0,,2225.0,1593.0,6348.0,,13994.0,9172.0,35225.0,174.0,63510.0,,2327.0,1601.0,7016.0,,9251.0,6621.0,23072.0,127.0,46355.0,,2225.0,1593.0,6348.0,3873825.0,10035687.0,6061272.0,6371299.0,65119088.0,132792678.0,11277541.0,189988567.0,695685697.0,324640819.0,1020326516.0,17650506.0,,64903545.0,5461447.0,,,62690.0,,,-3397674.0,,18895164.0,696941.0,,16191132.0,4122657.0,3805049.0,88135353.0,34602772.0,74233091.0,48614543.0,25042871.0,,89700882.0,,221149.0,221149.0,106113163.0,6263844.0,5948524.0,921882.0,960053.0,,66704.0,14161007.0,,3656549.0,-236055310.0,228556.0,-232170205.0,-218009198.0,324122361.0,324122361.0,106113163.0,,25547028.0,9521846.0,,,2617801.0,1771855.0,0.2021,,,696758442.0,323568073.0,1020326515.0,765228974.0,255097541.0,198249497.0,56848044.0,789455.0,57637499.0,,57637499.0,0.186204,46217511.0,249874000.0,,,656833,1.0,1.0,0.6828779138411394,0.3171220861588606,0.015185661864141607,0.015185661864141607,40185.4979521109,1555472.8109756098,4261.569345138657,396662.3765763244,38.707317073170735,0.1060474440360842,38.707317073170735,0.22594298155151563,1
30010,CARONDELET ST. MARYS HOSPITAL,1601 W. ST. MARYS ROAD,TUCSON,AZ,85745-,PIMA,46060.0,R,STH,1,1,10/01/2016 12:00:00 AM,09/30/2017 12:00:00 AM,930.93,,,12039.0,1058.0,48695.0,349.0,127385.0,,2495.0,327.0,10190.0,,17894.0,1235.0,61749.0,400.0,146000.0,,2901.0,338.0,11261.0,,9460.0,830.0,37868.0,300.0,109500.0,,2495.0,327.0,10190.0,1924461.0,9807780.0,3433053.0,28967868.0,76652988.0,121596429.0,6957234.0,190274537.0,718303704.0,544478172.0,1262781876.0,13736096.0,,76652988.0,3869346.0,,,-1518938.0,,,94652753.0,-33837468.0,5816406.0,534492.0,,71513374.0,7485000.0,608662.0,30117231.0,,,19990249.0,,,48358638.0,350000.0,15199956.0,15549956.0,135421968.0,4704213.0,1100912.0,2824071.0,,,5150385.0,13779581.0,,,,3288754.0,3288754.0,17068335.0,118353633.0,118353633.0,135421968.0,,,24904203.0,,,1391193.0,1189176.0,0.191,35760245.0,,718303895.0,544478172.0,1262782067.0,1066358334.0,196423733.0,198266359.0,-1842626.0,2298403.0,455777.0,,455777.0,0.150679,26598565.0,305983107.0,,,656836,0.0,2.0,0.5688264933207988,0.4311735066792012,0.00979749733195428,0.00979749733195428,19276.126889106967,562818.7191977077,1541.96909369235,210997.3177360274,29.197707736389685,0.07999371982572516,29.197707736389685,0.0023203764282394533,2
30030,ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015-2443,MARICOPA,38060.0,U,STH,5,4,04/01/2017 12:00:00 AM,03/31/2018 12:00:00 AM,610.0,17.07,,5618.0,1830.0,32546.0,129.0,44086.0,,1188.0,391.0,7851.0,,6674.0,2411.0,35195.0,145.0,49926.0,,1266.0,476.0,8061.0,,4246.0,1592.0,23535.0,101.0,34480.0,,1188.0,391.0,7851.0,3886267.0,9826572.0,5503166.0,14450332.0,52413136.0,80643629.0,7043660.0,111658475.0,470205858.0,364227199.0,834433057.0,9493272.0,,52416032.0,2408054.0,,237834.0,240734.0,74014026.0,,62565089.0,-42651951.0,3130606.0,213301.0,2665944.0,100177749.0,7448000.0,3269070.0,38235584.0,160075.0,,21944798.0,,,21767330.0,,339382.0,339382.0,122284461.0,5151238.0,804162.0,2519369.0,600674.0,,920856.0,9996299.0,216195.0,,,3838397.0,4054592.0,14050891.0,108233570.0,108233570.0,122284461.0,,5624395.0,5880737.0,,,402328.0,935943.0,0.3254,15922430.0,623233.0,471275851.0,364404265.0,835680116.0,715753820.0,119926296.0,133029572.0,-13103276.0,357255.0,-12746021.0,,-12746021.0,0.13381400000000002,35900838.0,360500610.0,,,656838,0.0,1.0,0.5639428795503374,0.4360571204496626,0.032405461767951206,0.032405461767951206,15275.289262514329,929661.2093023256,2720.2807240393777,196600.48524590163,60.86046511627907,0.17808374540670507,60.86046511627907,-0.10628212014485965,3
30065,BANNER DESERT MEDICAL CENTER,1400 SOUTH DOBSON ROAD,MESA,AZ,85202,MARICOPA,38060.0,U,STH,1,2,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,3088.17,,,29100.0,60147.0,157061.0,615.0,224475.0,,5588.0,11303.0,35465.0,,29100.0,60147.0,157061.0,615.0,224475.0,,5588.0,11303.0,35465.0,,26648.0,51475.0,117667.0,447.0,163155.0,,5588.0,11303.0,35465.0,12649689.0,39894936.0,19639618.0,77189463.0,201824965.0,404055954.0,39375739.0,554573323.0,1984684523.0,1265964585.0,3250649108.0,43230853.0,,201824965.0,3847320.0,,,8530.0,,13958336.0,309280559.0,-197959188.0,15947737.0,,,143385967.0,2023553.0,6800005.0,179289491.0,9024861.0,385782950.0,244158433.0,,,301260390.0,,27361103.0,27361103.0,472007460.0,9782452.0,16946944.0,,50325862.0,,8182510.0,85237768.0,,334314678.0,,643804.0,334958482.0,420196250.0,51811210.0,51811210.0,472007460.0,,45277763.0,14387221.0,,,2439166.0,3682821.0,0.2469,57675648.0,,2010658336.0,1279392299.0,3290050635.0,2588772979.0,701277656.0,605880919.0,95396737.0,7168964.0,102565701.0,,102565701.0,0.170604,119409503.0,1039191056.0,,,656840,0.0,1.0,0.6111329456788133,0.3888670543211868,0.01803806080483477,0.01803806080483477,19773.795460312984,1140288.8715447155,3124.079100122508,227085.1850772464,57.666666666666664,0.15799086757990868,57.666666666666664,0.14625548115281745,1
30083,ABRAZO SCOTTSDALE CAMPUS,3929 EAST BELL ROAD,PHOENIX,AZ,85032,MARICOPA,38060.0,U,STH,2,4,10/01/2016 12:00:00 AM,09/30/2017 12:00:00 AM,433.1,,,4400.0,1157.0,22779.0,127.0,46355.0,,1096.0,233.0,6274.0,,4400.0,1157.0,22779.0,127.0,46355.0,,1096.0,233.0,6274.0,,3841.0,1078.0,18643.0,113.0,41245.0,,1096.0,233.0,6274.0,2486595.0,7236091.0,4164579.0,17155374.0,36090542.0,52794938.0,8753395.0,87593757.0,268494511.0,243577491.0,512072002.0,7038827.0,,36090542.0,1641864.0,,,900.0,,,33500121.0,-19776216.0,1897389.0,105876.0,,16834044.0,8600000.0,,22978300.0,,,7898927.0,,,24436395.0,,207384.0,207384.0,41477823.0,3160595.0,538252.0,1352608.0,206876.0,,832614.0,6090945.0,106103.0,,,-493687.0,-387584.0,5703361.0,35774462.0,35774462.0,41477823.0,,,9262175.0,,,102713.0,486727.0,0.2102,,,269289086.0,243757691.0,513046777.0,429201172.0,83845605.0,88887071.0,-5041466.0,911467.0,-4129999.0,,-4129999.0,0.171058,16089522.0,150539571.0,,,656841,0.0,1.0,0.5248821317515069,0.47511786824849306,0.029656831744490363,0.029656831744490363,13363.979120178514,660201.6141732284,1808.7715456800777,193594.1006695913,49.40157480314961,0.13534678028260166,49.40157480314961,-0.049257191238586684,3
30085,NORTHWEST MEDICAL CENTER,6200 NORTH LA CHOLLA,TUCSON,AZ,85741-,PIMA,46060.0,R,STH,5,4,10/01/2016 12:00:00 AM,09/30/2017 12:00:00 AM,1309.12,,,15284.0,2584.0,56030.0,281.0,102565.0,,4380.0,2945.0,15018.0,,17343.0,2599.0,59612.0,294.0,107310.0,,4380.0,2945.0,15018.0,,12857.0,163.0,40299.0,231.0,84315.0,,4380.0,2945.0,15018.0,1007986.0,12896582.0,2597585.0,14156909.0,83662437.0,164982337.0,16217541.0,250784751.0,1048484798.0,1132889410.0,2181374208.0,13514478.0,,83732240.0,5211528.0,,,-1276918.0,,,63630801.0,-29180128.0,13603290.0,2041552.0,814856.0,49633453.0,25200000.0,10724241.0,130817717.0,49012231.0,4461296.0,67159334.0,21757476.0,,197050754.0,,5343277.0,5343277.0,252027484.0,13434830.0,7372642.0,901667.0,181364.0,,2199815.0,-9324498.0,,3768703.0,,137397.0,3906100.0,-5418398.0,257445882.0,257445882.0,252027484.0,,,46981947.0,,,392075.0,1490502.0,0.1269,,,1048484798.0,1132889410.0,2181374208.0,1889081158.0,292293050.0,248644774.0,43648276.0,1592688.0,45240964.0,,45240964.0,0.11496600000000001,30175484.0,363018698.0,,,656842,0.0,2.0,0.48065333960343587,0.5193466603965641,0.003448545902819106,0.003448545902819106,19462.847915834333,1040188.7900355872,2849.832301467362,223274.45153996578,53.444839857651246,0.1464242187880856,53.444839857651246,0.1547794721769813,1
30088,BANNER BAYWOOD MEDICAL CENTER,6644 BAYWOOD AVENUE,MESA,AZ,85206-,MARICOPA,38060.0,U,STH,1,2,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,1343.32,,,28852.0,12866.0,74890.0,318.0,116070.0,,6203.0,3002.0,16388.0,,31560.0,13628.0,81055.0,340.0,124100.0,,6436.0,3058.0,16914.0,,26751.0,10517.0,67797.0,292.0,106580.0,,6203.0,3002.0,16388.0,2415620.0,12225564.0,5557663.0,23152464.0,92901496.0,160961476.0,11491635.0,238195393.0,988697206.0,609962767.0,1598659973.0,19808094.0,,94271966.0,2462288.0,,,6200.0,4586842.0,,37760591.0,,5702551.0,,175514.0,48355573.0,,,342599624.0,,,,,,113672975.0,1022686.0,1140565.0,2163251.0,164191799.0,7415201.0,7512275.0,,5294259.0,,2587683.0,22809418.0,132722777.0,,,2371226.0,135094003.0,157903421.0,6288378.0,6288378.0,164191799.0,,43382406.0,14246018.0,,,627611.0,795272.0,0.0552,,,1013007536.0,605726007.0,1618733543.0,1330672451.0,288061092.0,253862972.0,34198120.0,2567515.0,36765635.0,,36765635.0,0.148997,19244441.0,247248216.0,,,656843,0.0,1.0,0.6258025234484191,0.3741974765515809,0.008385790608611592,0.008385790608611592,17577.56236270442,905852.4905660377,2481.7876453864046,214439.6659023911,51.534591194968556,0.14119066080813303,51.534591194968556,0.12763138105440494,1
30094,ABRAZO ARROWHEAD CAMPUS,18701 NORTH 67TH AVENUE,GLENDALE,AZ,85308-7100,MARICOPA,38060.0,U,STH,5,4,04/01/2017 12:00:00 AM,03/31/2018 12:00:00 AM,1201.5,,,16146.0,2234.0,64013.0,262.0,95630.0,,3834.0,245.0,15644.0,,16146.0,2234.0,64013.0,262.0,95630.0,,3834.0,245.0,15644.0,,13063.0,2022.0,49480.0,224.0,81760.0,,3834.0,245.0,15644.0,3538950.0,14318640.0,5617548.0,23565568.0,96985606.0,188704976.0,8738244.0,270765627.0,1178564390.0,829842333.0,2008406723.0,19367217.0,,96985606.0,2627806.0,,,327215.0,45000.0,,135068627.0,-88930453.0,9276300.0,645875.0,4842934.0,61275498.0,16080000.0,3787990.0,81628047.0,1312749.0,,44356921.0,,,112220954.0,,4899109.0,4899109.0,178395561.0,15248090.0,1455791.0,4138858.0,1860651.0,,1577550.0,24280940.0,2410863.0,,,,2410863.0,26691803.0,151703758.0,151703758.0,178395561.0,,23409327.0,25505961.0,,,4277115.0,2262332.0,0.185,32866624.0,,1180833275.0,830302394.0,2011135669.0,1693748595.0,317387074.0,285685001.0,31702073.0,719012.0,32421085.0,,32421085.0,0.13481600000000002,39492703.0,367910975.0,,,656845,0.0,1.0,0.5871474974073467,0.41285250259265327,0.011150265054587574,0.011150265054587574,20288.102403477373,1211401.0458015266,3318.9069747987032,264159.02954640036,59.70992366412214,0.163588831956499,59.70992366412214,0.10214998547798453,2
30101,WESTERN ARIZONA REGIONAL MEDICAL CEN,2735 SILVER CREEK ROAD,BULLHEAD CITY,AZ,86442-,MOHAVE,29420.0,U,STH,1,4,09/01/2017 12:00:00 AM,08/31/2018 12:00:00 AM,433.62,,,7920.0,416.0,18253.0,139.0,50735.0,,1744.0,868.0,4453.0,,7920.0,416.0,18253.0,139.0,50735.0,,1744.0,868.0,4453.0,,6567.0,11.0,14746.0,107.0,39055.0,,1744.0,868.0,4453.0,626280.0,11392406.0,1546430.0,2701062.0,28284617.0,28886871.0,2966298.0,68962038.0,547559009.0,546192503.0,1093751512.0,5843244.0,,28365874.0,2304185.0,,,14397.0,,,37619194.0,-18076613.0,4048179.0,687535.0,282412.0,24575104.0,1301170.0,902405.0,44569113.0,15255814.0,3844773.0,19869055.0,5823815.0,,38618547.0,,2334313.0,2334313.0,65527964.0,3786756.0,2464668.0,-1665.0,,,1094139.0,-381192280.0,,,,,,-381192280.0,446720244.0,446720244.0,65527964.0,,1187605.0,15451582.0,,,122592.0,294929.0,0.0709,,,547556613.0,546194899.0,1093751512.0,1001647898.0,92103614.0,57171488.0,34932126.0,247206.0,35179332.0,,35179332.0,0.063051,11766163.0,204918298.0,1797.0,36283.0,656846,0.0,1.0,0.5006224969680316,0.4993775030319684,0.006799733178765385,0.006799733178765385,20683.497417471368,662615.928057554,1815.386104267271,212406.2866103962,32.03597122302158,0.08776978417266187,32.03597122302158,0.3819538720815016,1
30110,ABRAZO WEST CAMPUS,13677 WEST MCDOWELL ROAD,GOODYEAR,AZ,85395,MARICOPA,38060.0,U,STH,5,4,05/01/2017 12:00:00 AM,04/30/2018 12:00:00 AM,1022.06,,,10826.0,2958.0,53525.0,323.0,118003.0,,2550.0,461.0,13318.0,,10826.0,2958.0,53525.0,323.0,118003.0,,2550.0,461.0,13318.0,,9469.0,2445.0,43719.0,293.0,107007.0,,2550.0,461.0,13318.0,6417707.0,22302364.0,9214327.0,26475613.0,79100580.0,123393241.0,9789775.0,178819230.0,852665845.0,756650506.0,1609316351.0,16346972.0,,79100580.0,1246316.0,,,233265.0,,,104295504.0,-69560987.0,3482989.0,-112724.0,7054456.0,45392503.0,12800000.0,849061.0,78195845.0,2034900.0,,34242325.0,,,95788735.0,,222626.0,222626.0,141403864.0,7312363.0,1367693.0,2773910.0,1336730.0,,1540739.0,14331435.0,1164090.0,,,907.0,1164997.0,15496432.0,125907432.0,125907432.0,141403864.0,,8433928.0,13645625.0,,,440622.0,1258535.0,0.228,23057724.0,,854130028.0,756944117.0,1611074145.0,1398172806.0,212901339.0,202423479.0,10477860.0,52024.0,10529884.0,,10529884.0,0.111115,45689841.0,522271489.0,,,656849,0.0,1.0,0.5301618368408488,0.46983816315915117,0.03014404244775558,0.03014404244775558,15985.984306952996,659137.2724458204,1804.202766031372,208306.10629512946,41.23219814241486,0.1128615374185402,41.23219814241486,0.04945898437961445,2
30112,ARIZONA ORTHOPEDIC SURGICAL HOSPITAL,2905 WEST WARNER ROAD,CHANDLER,AZ,85225,MARICOPA,38060.0,U,STH,1,5,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,106.29,,,872.0,,2095.0,24.0,8760.0,,408.0,,1071.0,,872.0,,2095.0,24.0,8760.0,,408.0,,1071.0,,872.0,,2095.0,24.0,8760.0,,408.0,,1071.0,273.0,230499.0,40305.0,543492.0,6690105.0,19325532.0,1349271.0,24471460.0,78880853.0,74030423.0,152911276.0,1470443.0,,7074621.0,,,,1190610.0,,,9723217.0,-5907123.0,967902.0,46327.0,,6020933.0,,,13727396.0,,457428.0,8183051.0,1578076.0,,4770637.0,,28425.0,28425.0,10819995.0,1843933.0,579473.0,,1656235.0,,1315828.0,5395469.0,,517514.0,,184259.0,701773.0,6097242.0,4722753.0,4722753.0,10819995.0,,5461113.0,,,,59274.0,,,,,78880853.0,74030423.0,152911276.0,122636527.0,30274749.0,26246136.0,4028613.0,20237.0,4048850.0,134396.0,3914454.0,0.16003699999999998,2159008.0,16634875.0,,,656850,0.0,1.0,0.5158602757327065,0.4841397242672934,9.017415800870884e-06,9.017415800870884e-06,28267.73949579832,1261447.875,3456.021575342466,284831.58340389497,44.625,0.12226027397260274,44.625,0.12929765330176643,1
30115,BANNER ESTRELLA MEDICAL CENTER,9201 WEST THOMAS ROAD,PHOENIX,AZ,85037,MARICOPA,38060.0,U,STH,1,2,01/01/2017 12:00:00 AM,12/31/2017 12:00:00 AM,1400.8,,,11016.0,28089.0,64321.0,317.0,115705.0,,2319.0,6091.0,16385.0,,11016.0,28089.0,64321.0,317.0,115705.0,,2319.0,6091.0,16385.0,,10388.0,17964.0,46767.0,273.0,99645.0,,2319.0,6091.0,16385.0,7589571.0,23515416.0,13237305.0,45803569.0,90731446.0,163755816.0,18921658.0,243312489.0,885891650.0,884476517.0,1770368167.0,19798492.0,,90731446.0,1407573.0,74574.0,,4670.0,9234384.0,,147484976.0,-108598378.0,5934760.0,,244798.0,54250520.0,11469971.0,5803472.0,92025880.0,2002144.0,168334779.0,97514330.0,,,196815419.0,210244.0,787898.0,998142.0,252064081.0,3405784.0,7232404.0,,3067542.0,,793643.0,14499373.0,,301659825.0,,150000.0,301809825.0,316309198.0,-64245117.0,-64245117.0,252064081.0,,17309881.0,6211865.0,,,274035.0,1935840.0,0.3292,,,925448709.0,871383995.0,1796832704.0,1493529107.0,303303597.0,256131895.0,47171702.0,3664456.0,50836158.0,,50836158.0,0.137436,51317692.0,612872748.0,,,656852,0.0,1.0,0.5150444484563433,0.48495555154365666,0.02502301678934589,0.02502301678934589,18511.052609093684,956793.6813880126,2621.3525517479798,216521.699743004,51.68769716088328,0.1416101292078994,51.68769716088328,0.16760816061142855,1
