Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,CON,Urban,Inpatient %,Outpatient %,Charity %,Uncompensated %,Rev Per Discharge,Rev Per Bed,Rev Per Bed Days,Rev Per FTE,Discharges Per Bed,Discharges Per Bed Days,Discharges Per FTE,Net Income %,Net Income Score
100028,PARRISH MEDICAL CENTER,951 N. WASHINGTON AVE,TITUSVILLE,FL,32799,1.0,1.0,0.37452526154669774,0.6254747384533023,0.01205386124392916,0.01205386124392916,26859.533109684948,876899.8047619048,2402.4652185257664,220123.7899996414,32.647619047619045,0.08944553163731246,32.647619047619045,0.2436034243343184,1
100105,INDIAN RIVER MEMORIAL HOSPITA.L,1000 36TH STREET,VERO BEACH,FL,32960,1.0,1.0,0.4480778599726052,0.5519221400273948,0.009830909652828184,0.009830909652828184,20033.315130739797,810638.4032258064,2220.9271321254973,182180.46020342325,40.464516129032255,0.11086168802474591,40.464516129032255,-0.015860203848496072,2
100130,LAKESIDE MEDICAL CENTER,39200 HOOKER HIGHWAY,BELLE GLADE,FL,33430,1.0,1.0,0.45978345541019855,0.5402165445898015,0.021080171237101986,0.021080171237101986,15381.693285859614,560007.574074074,1534.26732623034,111852.37831040093,36.407407407407405,0.09974632166412989,36.407407407407405,0.07285334665943176,2
100286,PHYSICIANS REGIONAL MEDICAL CENTER,6101 PINE RIDGE ROAD,NAPLES,FL,34119,1.0,1.0,0.5029945385352862,0.49700546146471375,0.03777806850892164,0.03777806850892164,19665.105398948876,1023857.3532338309,2805.088638996797,215956.06065375937,52.06467661691542,0.1426429496353847,52.06467661691542,0.08367055349283731,2
450620,DIMMIT REGIONAL HOSPITAL DISTRICT,70440 SPIRAL DRIVE,CARRIZO SPRINGS,TX,78834-,0.0,2.0,0.16916268527317613,0.8308373147268239,0.11322220089925525,0.11322220089925525,20608.921722113504,421246.36,1138.5036756756756,60475.244056506264,20.44,0.05524324324324324,20.44,0.11193231438249104,2
100050,LARKIN HOSP PALM SPRINGS CAMPUS  LLC,1475 W 75TH STREET,HIALEAH,FL,33012,1.0,1.0,0.5294050434447845,0.4705949565552156,0.01881598575989395,0.01881598575989395,12349.729461457233,395107.89864864864,1082.4873935579415,97134.54759887709,31.993243243243242,0.08765272121436506,31.993243243243242,-0.0330264386042068,3
10032,WEDOWEE HOSPITAL,301 NORTH MAIN STREET,WEDOWEE,AL,36278,1.0,2.0,0.1944149269598159,0.8055850730401841,0.013973703498356386,0.013973703498356386,17805.593023255813,135113.0294117647,370.1726833199033,57151.567554117944,7.588235294117647,0.020789685737308623,7.588235294117647,-0.32785817887115426,3
670076,HERITAGE PARK SURGICAL HOSPITAL,3601 CALAIS DRIVE,SHERMAN,TX,75090,0.0,1.0,0.15070697076114914,0.8492930292388509,0.0008898112256032625,0.0008898112256032625,119886.3606557377,4875378.666666667,13357.201826484019,281204.2489786109,40.666666666666664,0.11141552511415526,40.666666666666664,0.30360665660431435,1
260034,BATES COUNTY MEMORIAL HOSPITAL,615 WEST NURSERY STREET,BUTLER,MO,64730-0370,1.0,2.0,0.25274869212798856,0.7472513078720114,0.014199741139835088,0.014199741139835088,40888.73194748359,849370.4772727273,2327.042403486924,171338.2587566477,20.772727272727273,0.05691158156911581,20.772727272727273,0.03643374808524635,2
100055,FLORIDA HOSPITAL - NORTH PINELLAS,1395 S. PINELLAS AVENUE,TARPON SPRINGS,FL,34689,1.0,1.0,0.4820677575744254,0.5179322424255746,0.06154258938174531,0.06154258938174531,20116.573179791976,796379.6323529412,2181.8620064464144,182397.4907376221,39.588235294117645,0.10846091861402095,39.588235294117645,-0.044354317419742266,3
100166,DOCTORS HOSPITAL OF SARASOTA,5731 BEE RIDGE RD,SARASOTA,FL,34233-,1.0,1.0,0.5994252098244228,0.40057479017557723,0.03449271376030252,0.03449271376030252,19061.866656689614,916340.9568345323,2510.523169409678,280838.27887286677,48.07194244604317,0.13170395190696757,48.07194244604317,0.10755019378644937,2
360044,WAYNE HOSPITAL COMPANY,835 SWEITZER STREET,GREENVILLE,OH,45331-,1.0,2.0,0.19876191227949758,0.8012380877205024,0.009035680677540778,0.009035680677540778,27103.08182784272,1416888.888888889,3881.8873668188735,137777.53768029818,52.27777777777778,0.14322678843226788,52.27777777777778,0.18622569008782935,1
260209,FULTON MEDICAL CENTER,10 SOUTH HOSPITAL DRIVE,FULTON,MO,65251-,1.0,1.0,0.23956283890623456,0.7604371610937655,0.00036564069477192047,0.00036564069477192047,109889.3,610496.1111111111,1672.5920852359209,156159.30083842546,5.555555555555555,0.015220700152207,5.555555555555555,-0.36200758399589406,3
230239,CHIPPEWA COUNTY WAR MEMORIAL HOSPITA,500 OSBORNE BOULEVARD,SAULT STE. MARIE,MI,49783-,1.0,2.0,0.24687851261705626,0.7531214873829437,0.00318968324477552,0.00318968324477552,42443.5239642567,1274340.9268292682,3491.345005011694,145950.1878570331,30.024390243902438,0.0822586034079519,30.024390243902438,-0.01633259377042304,2
440232,HOUSTON COUNTY COMMUNITY HOSPITAL,5001 EAST MAIN STREET,ERIN,TN,37061,1.0,2.0,0.17425406260315798,0.825745937396842,0.00023740063746748383,0.00023740063746748383,18227.36866359447,158213.56,433.46180821917807,75469.16618965847,8.68,0.02378082191780822,8.68,-0.19049062545587117,3
520107,HOLY FAMILY MEMORIAL INC,2300 WESTERN AVENUE,MANITOWOC,WI,54221,0.0,2.0,0.23307875522207386,0.7669212447779261,0.0014346658845448168,0.0014346658845448168,45894.990439770554,2069231.0344827587,5669.126121870571,150623.62730455954,45.08620689655172,0.12352385451110061,45.08620689655172,0.02417352273124949,2
510082,SUMMERSVILLE REGIONAL MED CENTER,400 FAIRVIEW HEIGHTS ROAD,SUMMERSVILLE,WV,26551,1.0,2.0,0.294019299913867,0.705980700086133,0.0034983672246581923,0.0034983672246581923,32442.55248990579,983870.0612244898,2695.534414313671,119612.04068974072,30.3265306122449,0.08308638523902712,30.3265306122449,-0.021641255804623113,2
100014,FLORIDA HOSPITAL NEW SMYRNA,401 PALMETTO STREET,NEW SMYRNA BEACH,FL,32168-,1.0,1.0,0.4726811422288494,0.5273188577711506,0.034283395860996504,0.034283395860996504,19168.40173355945,908274.1785714285,2488.42240704501,180757.50382032056,47.38392857142857,0.12981898238747555,47.38392857142857,-0.044547602975611875,3
100068,FLORIDA HOSPITAL MEMORIAL MEDICAL CE,301 MEMORIAL MEDICAL PARKWAY,DAYTONA,FL,32117-,1.0,1.0,0.5214627891889361,0.47853721081106393,0.02070684314310709,0.02070684314310709,20041.54248490626,916725.7877906977,2748.251989158758,178243.45675802467,45.741279069767444,0.13712776804622342,45.741279069767444,-0.042402176443983745,3
100118,MEMORIAL HOSPITAL FLAGLER,60 MEMORIAL MEDICAL PARKWAY,PALM COAST,FL,32614,1.0,1.0,0.4053396092849681,0.594660390715032,0.02400557419459189,0.02400557419459189,24727.45534462989,1960462.5959595959,5371.130399889304,257804.8416662239,79.28282828282828,0.2172132281721323,79.28282828282828,0.20810001877674747,1
100329,OVIEDO MEDICAL CENTER,8300 RED BUG LAKE RD,OVIEDO,FL,32765,1.0,1.0,0.35619464256098116,0.6438053574390189,0.0984222860173731,0.0984222860173731,22667.817948717948,690660.078125,2199.554388933121,261412.53178780532,30.46875,0.09703423566878981,30.46875,-0.27672239272009824,3
110023,GORDON HOSPITAL,1035 RED BUD ROAD,CALHOUN,GA,30703-7013,1.0,1.0,0.28197192691460127,0.7180280730853987,0.0439885488669217,0.0439885488669217,35650.57766871166,2105450.782608696,5768.358308516975,185303.51662648757,59.05797101449275,0.16180266031367876,59.05797101449275,0.11035823207373457,2
140065,ADVENTIST LAGRANGE MEMORIAL HOSPITAL,5101 S. WILLOW SPRINGS ROAD,LAGRANGE,IL,60525-,1.0,1.0,0.5161392709496682,0.4838607290503318,0.008066316907144449,0.008066316907144449,20767.95887662989,1035282.75,2836.391095890411,159929.36451232934,49.85,0.13657534246575342,49.85,0.0059670111860745285,2
140304,ADVENTIST BOLINGBROOK HOSPITAL,500 REMINGTON BLVD,BOLINGBROOK,IL,60440-,1.0,1.0,0.3509788759009272,0.6490211240990728,0.010512595011773505,0.010512595011773505,22926.314195896757,1215496.8684210526,3330.128406633021,186222.9609321453,53.01754385964912,0.1452535448209565,53.01754385964912,0.021310698852681303,2
450272,CENTRAL TEXAS MEDICAL CENTER,1301 WONDER WORLD DRIVE,SAN MARCOS,TX,78666,0.0,1.0,0.33973193178865857,0.6602680682113414,0.09306051970015747,0.09306051970015747,17836.538874570448,528961.3057324841,1449.2090568013261,166203.5443392639,29.656050955414013,0.08124945467236716,29.656050955414013,-0.009625666453032427,2
50353,PROVIDENCE LTTL CO MARY MC TORRANCE,4101 TORRANCE BLVD,TORRANCE,CA,90503-,0.0,1.0,0.655961847163387,0.344038152836613,0.013688491425747946,0.013688491425747946,23167.6084599311,1254522.4556574924,3437.0478237191573,256375.4010661767,54.149847094801224,0.14835574546520883,54.149847094801224,-0.08499469648456678,3
360141,NORTHSIDE MEDICAL CENTER,500 GYPSY LANE,YOUNGSTOWN,OH,44501-0240,1.0,1.0,0.4592179155666056,0.5407820844333944,0.0011351585837792296,0.0011351585837792296,21248.915555555555,209693.24561403508,1654.0983946858566,42186.58784081885,9.868421052631579,0.07784389703847218,9.868421052631579,-0.3965895043846421,3
100043,MEASE HOSPITAL AND CLINIC,601 MAIN ST,DUNEDIN,FL,34698-5848,1.0,1.0,0.5469177114866922,0.4530822885133078,0.06229007893550133,0.06229007893550133,12665.605136208853,797028.4375,2183.6395547945203,149276.22909698996,62.92857142857143,0.17240704500978474,62.92857142857143,-0.020912152657216646,2
100302,ST. CLOUD REGIONAL MEDICAL CENTER,2906 17TH STREET,ST. CLOUD,FL,34769,1.0,1.0,0.5084008938349753,0.49159910616502467,0.04782426400595281,0.04782426400595281,13943.80975609756,680590.7142857143,1864.6320939334637,174505.11278654498,48.80952380952381,0.13372472276581865,48.80952380952381,0.07200444921620959,2
40132,LEO N LEVI MEMORIAL HOSPITAL,300 PROSPECT AVENUE,HOT SPRINGS,AR,71901,1.0,1.0,0.681317047077637,0.31868295292236304,0.016505556529544486,0.016505556529544486,924035.1428571428,6468246.0,17721.22191780822,129364920.0,7.0,0.019178082191780823,7.0,0.1167089192340551,1
100046,FLORIDA HOSPITAL ZEPHYRHILLS,7050 GALL BOULEVARD,ZEPHYRHILLS,FL,33541,1.0,1.0,0.5116662619456427,0.4883337380543573,0.04204623310497355,0.04204623310497355,18739.524909654105,974455.2953020134,2669.7405350740096,195634.20644865732,52.0,0.14246575342465753,52.0,0.09827303347217095,2
100069,FLORIDA HOSPITAL CARROLLWOOD,7171 NORTH DALE MABRY HIGHWAY,TAMPA,FL,33614,1.0,1.0,0.5022101218686372,0.4977898781313628,0.05260342131427216,0.05260342131427216,25975.300303951368,1068234.225,3409.711583987232,230487.8218498274,41.125,0.13126745577869398,41.125,0.14900230955122848,1
100296,DOCTORS HOSPITAL,5000 UNIVERSITY DRIVE,CORAL GABLES,FL,33146,1.0,1.0,0.5463225129013849,0.4536774870986151,0.019634761101297606,0.019634761101297606,27359.60362613317,622942.1494661921,1706.690820455321,213297.35947457567,22.768683274021353,0.062379954175400966,22.768683274021353,-0.02571132085724485,2
100260,ST. LUCIE MEDICAL CENTER,1800 S.E. TIFFANY AVE,PORT ST. LUCIE,FL,34952-,1.0,1.0,0.6931157408281398,0.3068842591718602,0.0480322049285652,0.0480322049285652,16803.341667343127,1000001.768115942,2739.730871550526,270249.57700140995,59.51207729468599,0.16304678710872875,59.51207729468599,0.34521630749193943,1
400013,HOSPITAL MENONITA DE CAYEY,CARR 14 KM 1.2,BARRIO RINCON,PR,00737-3130,1.0,1.0,0.6324823030588067,0.3675176969411933,0.0017961524898183372,0.0017961524898183372,8328.136207592892,366586.0488888889,1004.3453394216134,74374.98737601443,44.01777777777778,0.12059665144596651,44.01777777777778,0.09857427925880577,2
400018,HOSPITAL MENONITA AIBONITO,JOSE C VAZQUEZ,AIBONITO,PR,00705-1379,1.0,1.0,0.44765919622587713,0.5523408037741229,0.0015673026648051677,0.0015673026648051677,8775.705371248025,370334.76666666666,1014.615799086758,63850.82183908046,42.2,0.11561643835616438,42.2,0.10172632095123305,2
400104,HOSPITAL MENONITA CAGUAS INC,ROAD 172 EXIT TO CIDRA,CAGUAS,PR,00726-4964,1.0,1.0,0.6823289774424782,0.3176710225575218,0.002019726264715482,0.002019726264715482,7380.260740340448,273143.45,748.3382191780822,101540.31598513012,37.01,0.1013972602739726,37.01,0.10774706477493785,2
100151,MAYO CLINIC FLORIDA,4500 SAN PABLO ROAD,JACKSONVILLE,FL,32224,1.0,1.0,0.5553773208915773,0.4446226791084227,0.002696675248541994,0.002696675248541994,43690.76841713222,2264666.277992278,6204.565145184323,318179.8074262931,51.833976833976834,0.14201089543555298,51.833976833976834,0.20305196347543367,1
100054,TWIN CITIES HOSPITAL,2190 HIGHWAY 85 NORTH,NICEVILLE,FL,32578-,1.0,1.0,0.3354075450132692,0.6645924549867308,0.058315427230751775,0.058315427230751775,26650.706793206795,820841.7692307692,2248.881559536354,302498.6676493934,30.8,0.08438356164383562,30.8,0.25381754920816274,1
440029,WILLIAMSON MEDICAL CENTER,2021 CAROTHERS RD,FRANKLIN,TN,37065,1.0,1.0,0.3715642795038129,0.6284357204961871,0.0026291175750305486,0.0026291175750305486,24181.139598108748,1105796.9783783783,3029.5807626804885,156046.62272973446,45.729729729729726,0.1252869307663828,45.729729729729726,0.048569939095559796,2
520063,ST. JOSEPHS COMM. HOSPT.,3200 PLESANT VALLEY ROAD,WEST BEND,WI,53095,0.0,1.0,0.34898303516460116,0.6510169648353988,0.0036054038669215893,0.0036054038669215893,36049.86059526838,2024457.1714285715,5546.458003913895,281739.20356269507,56.15714285714286,0.15385518590998043,56.15714285714286,0.0480980079584226,2
370199,LAKESIDE WOMENS HOSPITAL,11200  NORTH PORTLAND AVENUE,OKLAHOMA CITY,OK,73120,1.0,1.0,0.35765506433542604,0.642344935664574,0.0026187835024802527,0.0026187835024802527,18766.4889178618,1251643.2173913044,3429.159499702204,246513.0501798253,66.69565217391305,0.18272781417510423,66.69565217391305,0.24603100883659235,1
670031,ST. LUKES PATIENTS MEDICAL CENTER,4600 EAST SAM HOUSTON PARKWAY SOUTH,PASADENA,TX,77505,0.0,1.0,0.4470509518534777,0.5529490481465223,0.025281881191144596,0.025281881191144596,19420.76844647169,1186577.1147540985,3250.8962048057488,178015.75012297096,61.09836065573771,0.16739276891982932,61.09836065573771,0.08130461604369002,2
370048,MCCURTAIN MEMORIAL HOSPITAL,1301 EAST LINCOLN ROAD,IDABEL,OK,74745-,1.0,2.0,0.21990000564218792,0.7800999943578121,0.0026533135985193474,0.0026533135985193474,13573.554121151936,177513.8831168831,498.5799379901514,86019.94336060416,13.077922077922079,0.0367317162137516,13.077922077922079,-0.12763355110545954,3
140059,JERSEY COMMUNITY HOSPITAL DIST,400 MAPLE SUMMIT ROAD,JERSEYVILLE,IL,62052,1.0,1.0,0.09578005396721309,0.9042199460327869,0.0008709496766009374,0.0008709496766009374,60334.42937062937,937806.8913043478,2569.333948779035,168433.22270810558,15.543478260869565,0.04258487194758785,15.543478260869565,0.0548040192848639,2
140122,ADVENTIST HINSDALE HOSPITAL,120 NORTH OAK STREET,HINSDALE,IL,60521-,1.0,1.0,0.3993758508075056,0.6006241491924944,0.0023882328688830017,0.0023882328688830017,28199.111974694984,1278783.5,3503.5164383561646,167025.2307132304,45.34836065573771,0.12424208398832248,45.34836065573771,0.029627956415826984,2
140083,LORETTO HOSPITAL,645 SOUTH CENTRAL AVENUE,CHICAGO,IL,60646,1.0,1.0,0.6299805384631946,0.37001946153680537,0.018137140213309262,0.018137140213309262,14965.11831059811,467598.61475409835,1281.0920952167078,117094.01055029866,31.24590163934426,0.0856052099708062,31.24590163934426,-0.052345598844574404,3
240022,SANFORD REGIONAL HOSPITAL WORTHINGTO,1018 SIXTH AVENUE,WORTHINGTON,MN,56187-,0.0,2.0,0.19281724024619026,0.8071827597538097,0.01073687361670206,0.01073687361670206,36580.737690241716,851264.25,2332.230821917808,163455.8124649972,23.270833333333332,0.06375570776255708,23.270833333333332,-0.10933204152921179,3
100102,SHANDS LAKE SHORE,368 NE FRANKLIN STREET,LAKE CITY,FL,32056,1.0,2.0,0.49534010224254355,0.5046598977574565,0.06508557861745717,0.06508557861745717,10987.502284710017,359303.9540229885,984.3943945835301,113542.711852094,32.701149425287355,0.08959219020626673,32.701149425287355,-0.11418926708997128,3
100168,BOCA RATON REGIONAL HOSPITAL,800 MEADOWS ROAD,BOCA RATON,FL,33486,1.0,1.0,0.39857068929328454,0.6014293107067155,0.008650893389304505,0.008650893389304505,24649.046574229265,1322384.4087193462,3622.970982792729,793244.7622627941,53.64850136239782,0.14698219551341868,53.64850136239782,0.041399723418442815,2
520021,FROEDTERT SOUTH,6308 8TH AVENUE,KENOSHA,WI,53143-,0.0,1.0,0.3352350641821166,0.6647649358178834,0.008464294169449533,0.008464294169449533,41056.8185998978,1648168.082051282,4509.763084780961,169732.9713971862,40.14358974358974,0.10984200039289423,40.14358974358974,0.05169955966900762,2
150034,ST. MARY MEDICAL CENTER  INC.,1500 SOUTH LAKE AVENUE,HOBART,IN,46342,1.0,1.0,0.4045167119950474,0.5954832880049526,0.007932557647786595,0.007932557647786595,28232.091874277306,1492066.0555555555,4087.852207001522,252365.00911465674,52.85,0.1447945205479452,52.85,0.09421714238225005,2
140210,HARRISBURG MEDICAL CENTER  INC.,100 DR WARREN TUTTLE DRIVE,HARRISBURG,IL,62946,1.0,2.0,0.252328610986481,0.7476713890135189,0.0033021632608582745,0.0033021632608582745,34949.67869034406,1657350.5526315789,4540.68644556597,152285.813424896,47.421052631578945,0.1299206921413122,47.421052631578945,-0.08417732861870644,3
390330,ST. LUKES HOSPITAL - MONROE CAMPUS,100 ST. LUKES LANE,STROUDBURG,PA,18360,0.0,1.0,0.5796896085866728,0.42031039141332716,0.030647311651941303,0.030647311651941303,12012.395355045383,624978.2361111111,2509.9527554663096,149496.45514950165,52.02777777777778,0.20894689870593486,52.02777777777778,-0.05498595917773404,3
